County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,0,40,25,67,64,86,82,90,0,0,0,0,0,0,0,454,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,0,58,0,89,90,67,82,79,0,0,0,0,0,0,0,465,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,0,44,24,77,74,86,87,83,0,0,0,0,0,0,0,475,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,0,0,69,80,75,93,73,81,0,0,0,0,0,0,0,471,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,0,67,0,80,68,67,75,63,0,0,0,0,0,0,0,420,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,0,0,95,122,103,90,103,95,0,0,0,0,0,0,0,608,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,3439,GLOBAL VILLAGE ACADEMY,0,102,72,171,145,116,73,59,40,44,0,0,0,0,0,822,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,0,0,78,68,92,89,65,62,0,0,0,0,0,0,0,454,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,524,503,486,494,"2,007",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,0,0,75,74,75,75,75,94,93,76,63,0,0,0,0,700,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,0,0,0,0,0,0,0,0,347,357,361,0,0,0,0,"1,065",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,570,593,566,486,"2,215",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,0,61,0,68,61,78,77,70,0,0,0,0,0,0,0,415,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,0,0,89,81,84,74,76,68,0,0,0,0,0,0,0,472,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,0,0,76,72,89,66,69,67,0,0,0,0,0,0,0,439,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THE INTERNATIONAL SCHOOL AT THORNTON MIDDLE,0,0,0,0,0,0,0,0,325,294,327,0,0,0,0,946,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,472,476,476,354,"1,778",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,515,533,501,416,"1,965",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,0,59,37,96,97,119,101,99,0,0,0,0,0,0,0,608,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,339,334,328,0,0,0,0,"1,001",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6355,NORTH MOR ELEMENTARY SCHOOL,0,0,76,68,81,59,71,67,0,0,0,0,0,0,0,422,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6376,NORTH STAR ELEMENTARY SCHOOL,0,0,92,75,82,75,71,75,0,0,0,0,0,0,0,470,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6398,NORTHGLENN MIDDLE SCHOOL,0,0,0,0,0,0,0,0,289,301,287,0,0,0,0,877,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,575,528,419,353,"1,875",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6802,PROSPECT RIDGE ACADEMY,0,44,44,100,100,100,100,100,112,112,112,102,0,0,0,"1,026",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6956,PATHWAYS FUTURE CENTER,0,0,0,0,0,0,0,0,1,2,2,6,5,34,322,372,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,7155,PRAIRIE HILLS ELEMENTARY SCHOOL,0,44,25,95,92,96,92,90,0,0,0,0,0,0,0,534,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,7795,SILVER CREEK ELEMENTARY,0,15,62,96,104,120,117,125,0,0,0,0,0,0,0,639,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8211,THE STUDIO SCHOOL,0,0,50,50,50,50,49,42,0,0,0,0,0,0,0,291,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8225,STELLAR ELEMENTARY SCHOOL,0,85,0,105,96,94,84,76,0,0,0,0,0,0,0,540,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM LAB,0,0,50,50,50,52,48,51,55,53,48,0,0,0,0,457,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8310,STEM LAUNCH,0,0,50,51,50,50,70,76,164,152,118,0,0,0,0,781,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8361,STUKEY ELEMENTARY SCHOOL,0,0,85,67,67,44,63,51,0,0,0,0,0,0,0,377,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8842,THORNTON ELEMENTARY SCHOOL,0,0,70,77,64,56,81,59,0,0,0,0,0,0,0,407,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,0,0,33,40,36,41,37,37,47,31,31,23,24,10,0,390,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9444,WESTLAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,361,383,357,0,0,0,0,"1,101",
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9494,WESTVIEW ELEMENTARY SCHOOL,0,58,0,75,64,67,69,69,0,0,0,0,0,0,0,402,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9682,WOODGLEN ELEMENTARY SCHOOL,0,83,0,64,73,54,55,72,0,0,0,0,0,0,0,401,
01,ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS Total,,,"1,036","1,155","1,744","3,118","3,119","3,025","2,982","2,995","3,019","3,036","2,873","2,794","2,699","2,588","2,518","38,701",
01,ADAMS,0030,ADAMS COUNTY 14,0020,ADAMS CITY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,255,260,246,0,0,0,0,761,
01,ADAMS,0030,ADAMS COUNTY 14,0022,LESTER R ARNOLD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,20,45,117,182,
01,ADAMS,0030,ADAMS COUNTY 14,0024,ADAMS CITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,536,456,434,357,"1,783",
01,ADAMS,0030,ADAMS COUNTY 14,0124,STARS EARLY LEARNING CENTER,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
01,ADAMS,0030,ADAMS COUNTY 14,0186,ALSUP ELEMENTARY SCHOOL,0,0,84,82,88,95,90,82,0,0,0,0,0,0,0,521,
01,ADAMS,0030,ADAMS COUNTY 14,1426,CENTRAL ELEMENTARY SCHOOL,60,0,85,82,80,86,75,76,0,0,0,0,0,0,0,544,
01,ADAMS,0030,ADAMS COUNTY 14,2308,DUPONT ELEMENTARY SCHOOL,0,0,112,129,114,111,124,108,0,0,0,0,0,0,0,698,
01,ADAMS,0030,ADAMS COUNTY 14,4516,KEARNEY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,288,263,269,0,0,0,0,820,
01,ADAMS,0030,ADAMS COUNTY 14,4536,KEMP ELEMENTARY SCHOOL,64,0,98,102,91,101,75,94,0,0,0,0,0,0,0,625,
01,ADAMS,0030,ADAMS COUNTY 14,5880,MILDRED L SANVILLE PRESCHOOL,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
01,ADAMS,0030,ADAMS COUNTY 14,5982,MONACO ELEMENTARY SCHOOL,0,0,70,93,88,90,70,79,0,0,0,0,0,0,0,490,
01,ADAMS,0030,ADAMS COUNTY 14,6534,HANSON ELEMENTARY SCHOOL,224,0,37,31,46,33,38,37,0,0,0,0,0,0,0,446,
01,ADAMS,0030,ADAMS COUNTY 14,7500,ROSE HILL ELEMENTARY SCHOOL,63,0,89,84,82,79,63,61,0,0,0,0,0,0,0,521,
01,ADAMS,0030,ADAMS COUNTY 14 Total,,,604,0,575,603,589,595,535,537,543,523,515,536,476,479,474,"7,584",
01,ADAMS,0040,SCHOOL DISTRICT 27J,0700,BELLE CREEK CHARTER SCHOOL,0,0,83,87,83,82,71,75,82,86,50,0,0,0,0,699,
01,ADAMS,0040,SCHOOL DISTRICT 27J,1013,BRANTNER ELEMENTARY SCHOOL,0,20,47,77,62,55,50,48,0,0,0,0,0,0,0,359,
01,ADAMS,0040,SCHOOL DISTRICT 27J,1021,BRIGHTON HERITAGE ACADEMY,0,0,0,0,0,0,0,0,0,2,6,9,24,30,32,103,
01,ADAMS,0040,SCHOOL DISTRICT 27J,1022,BRIGHTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,512,506,463,437,"1,918",
01,ADAMS,0040,SCHOOL DISTRICT 27J,1052,BROMLEY EAST CHARTER SCHOOL,0,17,76,99,111,101,120,113,108,108,100,0,0,0,0,953,
01,ADAMS,0040,SCHOOL DISTRICT 27J,1560,BOLT ACADEMY,0,0,0,0,0,0,0,0,0,0,0,6,17,6,15,44,
01,ADAMS,0040,SCHOOL DISTRICT 27J,2399,EAGLE RIDGE ACADEMY,0,0,0,0,0,0,0,0,0,0,0,162,119,101,91,473,
