County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
21,EL PASO,1040,Academy 20,6960,Pioneer Elementary School, 	-   , 	-   , 	37 , 	59 , 	57 , 	67 , 	62 , 	72 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	354 
21,EL PASO,1040,Academy 20,7159,Prairie Hills Elementary School, 	-   , 	-   , 	50 , 	72 , 	58 , 	69 , 	76 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	389 
21,EL PASO,1040,Academy 20,7240,Rampart High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	357 , 	361 , 	363 , 	438 ," 	1,519 "
21,EL PASO,1040,Academy 20,7247,Ranch Creek Elementary, 	20 , 	-   , 	74 , 	72 , 	80 , 	102 , 	91 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	531 
21,EL PASO,1040,Academy 20,7460,Rockrimmon Elementary School, 	-   , 	-   , 	64 , 	61 , 	53 , 	49 , 	51 , 	62 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	340 
21,EL PASO,1040,Academy 20,8779,TCA College Pathways, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	56 , 	68 , 	83 , 	89 , 	107 , 	109 , 	512 
21,EL PASO,1040,Academy 20,8813,The Da Vinci Academy School, 	21 , 	-   , 	59 , 	48 , 	72 , 	75 , 	66 , 	75 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	416 
21,EL PASO,1040,Academy 20,8851,Timberview Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	254 , 	325 , 	358 , 	-   , 	-   , 	-   , 	-   , 	937 
21,EL PASO,1040,Academy 20,9714,Woodmen-Roberts Elementary School, 	26 , 	-   , 	49 , 	74 , 	70 , 	64 , 	67 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	430 
21,EL PASO,1050,Ellicott 22,2638,Ellicott Elementary School, 	79 , 	-   , 	80 , 	75 , 	72 , 	63 , 	74 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	510 
21,EL PASO,1050,Ellicott 22,2640,Ellicott Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	77 , 	73 , 	73 , 	-   , 	-   , 	-   , 	-   , 	223 
21,EL PASO,1050,Ellicott 22,2642,Ellicott Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	72 , 	66 , 	70 , 	80 , 	288 
21,EL PASO,1060,Peyton 23 Jt,6626,Peyton Online Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	3 , 	4 , 	7 , 	9 , 	25 
21,EL PASO,1060,Peyton 23 Jt,6811,Peyton College Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	6 , 	4 , 	-   , 	13 
21,EL PASO,1060,Peyton 23 Jt,6898,Peyton Elementary School, 	25 , 	-   , 	21 , 	36 , 	34 , 	23 , 	37 , 	34 , 	46 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	256 
21,EL PASO,1060,Peyton 23 Jt,6900,Peyton Junior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	51 , 	51 , 	-   , 	-   , 	-   , 	-   , 	102 
21,EL PASO,1060,Peyton 23 Jt,6902,Peyton Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	48 , 	53 , 	58 , 	56 , 	215 
21,EL PASO,1070,Hanover 28,3758,Hanover Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	17 , 	27 , 	24 , 	23 , 	21 , 	19 , 	9 , 	140 
21,EL PASO,1070,Hanover 28,3941,Hanover Online Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	1 , 	1 , 	1 , 	1 , 	6 
21,EL PASO,1070,Hanover 28,6701,Prairie Heights Elementary School, 	18 , 	-   , 	16 , 	19 , 	12 , 	15 , 	20 , 	17 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	117 
21,EL PASO,1080,Lewis-Palmer 38,2295,Monument Charter Academy, 	64 , 	15 , 	76 , 	77 , 	88 , 	97 , 	108 , 	111 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	636 
21,EL PASO,1080,Lewis-Palmer 38,3539,Bear Creek Elementary School, 	58 , 	10 , 	90 , 	88 , 	103 , 	117 , 	124 , 	129 , 	132 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	851 
21,EL PASO,1080,Lewis-Palmer 38,4686,Ray E Kilmer Elementary School, 	21 , 	1 , 	32 , 	34 , 	45 , 	45 , 	45 , 	56 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	338 
21,EL PASO,1080,Lewis-Palmer 38,5093,Monument Charter Academy Secondary School , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	118 , 	129 , 	112 , 	26 , 	-   , 	-   , 	-   , 	385 
21,EL PASO,1080,Lewis-Palmer 38,5096,Lewis-Palmer Elementary School, 	-   , 	1 , 	45 , 	55 , 	54 , 	49 , 	67 , 	63 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	414 
21,EL PASO,1080,Lewis-Palmer 38,5098,Lewis-Palmer Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	379 , 	428 , 	-   , 	-   , 	-   , 	-   , 	807 
21,EL PASO,1080,Lewis-Palmer 38,5100,Lewis-Palmer High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	306 , 	259 , 	287 , 	305 ," 	1,157 "
21,EL PASO,1080,Lewis-Palmer 38,6678,Palmer Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	287 , 	300 , 	342 , 	298 ," 	1,227 "
21,EL PASO,1080,Lewis-Palmer 38,6682,Palmer Lake Elementary School, 	41 , 	-   , 	37 , 	46 , 	44 , 	46 , 	41 , 	44 , 	47 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	346 
21,EL PASO,1080,Lewis-Palmer 38,7165,Prairie Winds Elementary School, 	-   , 	2 , 	40 , 	36 , 	44 , 	46 , 	56 , 	55 , 	54 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	333 
21,EL PASO,1110,District 49,0101,ALLIES, 	-   , 	-   , 	-   , 	-   , 	18 , 	46 , 	23 , 	37 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	124 
21,EL PASO,1110,District 49,0431,Falcon Homeschool Program, 	-   , 	-   , 	15 , 	24 , 	34 , 	21 , 	30 , 	31 , 	32 , 	66 , 	63 , 	45 , 	47 , 	29 , 	22 , 	459 
21,EL PASO,1110,District 49,0448,Rocky Mountain Classical Academy Homeschool, 	-   , 	-   , 	55 , 	62 , 	54 , 	53 , 	61 , 	47 , 	58 , 	32 , 	36 , 	33 , 	16 , 	16 , 	-   , 	523 
21,EL PASO,1110,District 49,0467,Mountain View Academy, 	-   , 	-   , 	47 , 	21 , 	19 , 	19 , 	20 , 	14 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	140 
21,EL PASO,1110,District 49,0555,Banning Lewis Ranch Academy, 	-   , 	-   , 	123 , 	117 , 	123 , 	114 , 	124 , 	124 , 	142 , 	142 , 	147 , 	112 , 	85 , 	65 , 	51 ," 	1,469 "
21,EL PASO,1110,District 49,0696,Bennett Ranch Elementary School, 	38 , 	-   , 	59 , 	56 , 	43 , 	47 , 	51 , 	54 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	348 
21,EL PASO,1110,District 49,1618,Evans Elementary School, 	-   , 	-   , 	85 , 	102 , 	92 , 	81 , 	100 , 	109 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	569 
21,EL PASO,1110,District 49,2877,Springs Studio for Academic Excellence, 	-   , 	-   , 	-   , 	-   , 	3 , 	15 , 	17 , 	26 , 	39 , 	45 , 	42 , 	75 , 	66 , 	75 , 	69 , 	472 
21,EL PASO,1110,District 49,2902,Falcon Elementary School of Technology, 	-   , 	-   , 	42 , 	42 , 	43 , 	48 , 	45 , 	36 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	256 
21,EL PASO,1110,District 49,2906,Falcon Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	295 , 	295 , 	333 , 	-   , 	-   , 	-   , 	-   , 	923 
21,EL PASO,1110,District 49,2908,Falcon High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	306 , 	307 , 	324 , 	259 ," 	1,196 "
21,EL PASO,1110,District 49,3475,GOAL Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	402 , 	830 ," 	1,226 "," 	2,850 "," 	5,308 "
21,EL PASO,1110,District 49,4102,Horizon Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	256 , 	251 , 	241 , 	-   , 	-   , 	-   , 	-   , 	748 
21,EL PASO,1110,District 49,4251,Grand Peak Academy, 	-   , 	-   , 	80 , 	95 , 	88 , 	91 , 	86 , 	89 , 	80 , 	57 , 	61 , 	-   , 	-   , 	-   , 	-   , 	727 
21,EL PASO,1110,District 49,4272,Inspiration View Elementary School, 	22 , 	-   , 	86 , 	81 , 	55 , 	59 , 	57 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	419 
21,EL PASO,1110,District 49,5191,Liberty Tree Academy, 	-   , 	-   , 	57 , 	52 , 	55 , 	57 , 	57 , 	56 , 	75 , 	57 , 	55 , 	33 , 	24 , 	-   , 	-   , 	578 
21,EL PASO,1110,District 49,5779,Meridian Ranch Elementary School, 	22 , 	-   , 	96 , 	103 , 	115 , 	111 , 	114 , 	93 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	654 
21,EL PASO,1110,District 49,6483,Odyssey Elementary School, 	18 , 	-   , 	51 , 	76 , 	59 , 	67 , 	65 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	400 
21,EL PASO,1110,District 49,6653,Power Technical Early College, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	46 , 	49 , 	51 , 	70 , 	45 , 	33 , 	31 , 	325 
21,EL PASO,1110,District 49,6810,Patriot High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	12 , 	33 , 	42 , 	93 
21,EL PASO,1110,District 49,6821,Pikes Peak Early College, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	21 , 	28 , 	23 , 	90 , 	162 
21,EL PASO,1110,District 49,6935,Pikes Peak School Expeditionary Learning, 	-   , 	-   , 	42 , 	49 , 	47 , 	50 , 	49 , 	50 , 	51 , 	48 , 	45 , 	-   , 	-   , 	-   , 	-   , 	431 
21,EL PASO,1110,District 49,7317,Remington Elementary School, 	43 , 	-   , 	101 , 	94 , 	111 , 	109 , 	86 , 	79 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	623 
21,EL PASO,1110,District 49,7339,Ridgeview Elementary School, 	64 , 	-   , 	98 , 	89 , 	99 , 	79 , 	88 , 	106 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	623 
21,EL PASO,1110,District 49,7463,Rocky Mountain Classical Academy, 	-   , 	-   , 	116 , 	132 , 	130 , 	115 , 	130 , 	114 , 	111 , 	110 , 	104 , 	-   , 	-   , 	-   , 	-   ," 	1,062 "
21,EL PASO,1110,District 49,7613,Sand Creek High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	300 , 	285 , 	266 , 	282 ," 	1,133 "
21,EL PASO,1110,District 49,7960,Skyview Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	328 , 	337 , 	324 , 	-   , 	-   , 	-   , 	-   , 	989 
21,EL PASO,1110,District 49,8010,Springs Ranch Elementary School, 	41 , 	-   , 	84 , 	91 , 	95 , 	89 , 	75 , 	86 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	561 
21,EL PASO,1110,District 49,8266,Stetson Elementary School, 	37 , 	-   , 	63 , 	76 , 	72 , 	62 , 	81 , 	73 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	464 
21,EL PASO,1110,District 49,8791,Vista Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	415 , 	430 , 	411 , 	371 ," 	1,627 "
21,EL PASO,1110,District 49,9706,Woodmen Hills Elementary School, 	41 , 	-   , 	87 , 	87 , 	87 , 	78 , 	97 , 	101 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	578 
21,EL PASO,1120,Edison 54 JT,2514,Edison Elementary School, 	8 , 	-   , 	3 , 	7 , 	7 , 	3 , 	11 , 	8 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	47 
21,EL PASO,1120,Edison 54 JT,2523,Edison Prep, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	10 , 	25 , 	51 , 	87 
21,EL PASO,1120,Edison 54 JT,2526,Edison Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	8 , 	8 , 	7 , 	5 , 	9 , 	5 , 	15 , 	57 
21,EL PASO,1130,Miami/Yoder 60 JT,5850,Miami/Yoder Elementary School, 	19 , 	-   , 	10 , 	12 , 	17 , 	16 , 	20 , 	15 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	109 
21,EL PASO,1130,Miami/Yoder 60 JT,5854,Miami-Yoder Middle/High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	22 , 	17 , 	18 , 	18 , 	20 , 	24 , 	21 , 	140 
22,FREMONT,1140,Canon City RE-1,1262,Canon City Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	117 , 	120 , 	119 , 	-   , 	-   , 	-   , 	-   , 	356 
22,FREMONT,1140,Canon City RE-1,1266,Canon City High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	274 , 	263 , 	196 , 	223 , 	956 
22,FREMONT,1140,Canon City RE-1,3802,Harrison School, 	-   , 	-   , 	54 , 	68 , 	54 , 	60 , 	54 , 	64 , 	102 , 	64 , 	106 , 	-   , 	-   , 	-   , 	-   , 	626 
22,FREMONT,1140,Canon City RE-1,5166,Lincoln School of Science and Technology, 	-   , 	-   , 	50 , 	40 , 	47 , 	49 , 	46 , 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	275 
22,FREMONT,1140,Canon City RE-1,5704,McKinley Elementary School, 	30 , 	-   , 	30 , 	34 , 	16 , 	23 , 	20 , 	27 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	180 
22,FREMONT,1140,Canon City RE-1,6752,Mount View Core Knowledge Charter School, 	-   , 	-   , 	26 , 	28 , 	28 , 	27 , 	30 , 	30 , 	29 , 	27 , 	24 , 	-   , 	-   , 	-   , 	-   , 	249 
22,FREMONT,1140,Canon City RE-1,7950,Canon Exploratory School, 	-   , 	-   , 	43 , 	37 , 	46 , 	39 , 	42 , 	48 , 	26 , 	22 , 	20 , 	-   , 	-   , 	-   , 	-   , 	323 
22,FREMONT,1140,Canon City RE-1,9248,Washington Elementary School, 	-   , 	-   , 	45 , 	55 , 	48 , 	58 , 	54 , 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	310 
22,FREMONT,1150,Fremont RE-2,3002,Florence Jr./Sr. High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	118 , 	122 , 	117 , 	97 , 	62 , 	87 , 	603 
22,FREMONT,1150,Fremont RE-2,3224,Fremont Elementary School, 	44 , 	-   , 	74 , 	57 , 	57 , 	60 , 	62 , 	53 , 	63 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	470 
22,FREMONT,1150,Fremont RE-2,6858,Penrose Elementary School, 	38 , 	-   , 	49 , 	45 , 	25 , 	35 , 	35 , 	37 , 	31 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	295 
22,FREMONT,1160,Cotopaxi RE-3,3220,Cotopaxi Elementary School, 	11 , 	-   , 	15 , 	17 , 	13 , 	14 , 	10 , 	13 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	93 
22,FREMONT,1160,Cotopaxi RE-3,3228,Cotopaxi Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	11 , 	16 , 	12 , 	13 , 	15 , 	12 , 	15 , 	94 
23,GARFIELD,1180,Roaring Fork RE-1,0429,Carbondale Community Charter School, 	-   , 	-   , 	14 , 	15 , 	15 , 	15 , 	16 , 	15 , 	16 , 	14 , 	15 , 	-   , 	-   , 	-   , 	-   , 	135 
23,GARFIELD,1180,Roaring Fork RE-1,0560,Basalt Elementary School, 	43 , 	-   , 	85 , 	92 , 	81 , 	87 , 	111 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	499 
23,GARFIELD,1180,Roaring Fork RE-1,0561,Basalt Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	99 , 	98 , 	122 , 	122 , 	-   , 	-   , 	-   , 	-   , 	441 
23,GARFIELD,1180,Roaring Fork RE-1,0570,Basalt High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	114 , 	141 , 	107 , 	108 , 	470 
23,GARFIELD,1180,Roaring Fork RE-1,1006,Bridges, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	4 , 	17 , 	59 , 	81 
23,GARFIELD,1180,Roaring Fork RE-1,1296,Carbondale Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	83 , 	86 , 	101 , 	91 , 	-   , 	-   , 	-   , 	-   , 	361 
23,GARFIELD,1180,Roaring Fork RE-1,2063,Crystal River Elementary School, 	24 , 	1 , 	50 , 	60 , 	69 , 	68 , 	58 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	330 
23,GARFIELD,1180,Roaring Fork RE-1,3460,Glenwood Springs Elementary School, 	39 , 	2 , 	67 , 	63 , 	59 , 	67 , 	74 , 	73 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	444 
23,GARFIELD,1180,Roaring Fork RE-1,3464,Glenwood Springs Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	160 , 	135 , 	174 , 	-   , 	-   , 	-   , 	-   , 	469 
23,GARFIELD,1180,Roaring Fork RE-1,3468,Glenwood Springs High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	271 , 	246 , 	227 , 	244 , 	988 
23,GARFIELD,1180,Roaring Fork RE-1,7298,Riverview School, 	30 , 	-   , 	32 , 	38 , 	35 , 	32 , 	34 , 	32 , 	35 , 	28 , 	43 , 	-   , 	-   , 	-   , 	-   , 	339 
23,GARFIELD,1180,Roaring Fork RE-1,7422,Roaring Fork High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	108 , 	94 , 	86 , 	104 , 	392 
23,GARFIELD,1180,Roaring Fork RE-1,8038,Sopris Elementary School, 	29 , 	-   , 	46 , 	38 , 	49 , 	52 , 	68 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	343 
23,GARFIELD,1195,Garfield Re-2,0065,Coal Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	141 , 	133 , 	144 , 	134 , 	552 
23,GARFIELD,1195,Garfield Re-2,2573,Elk Creek Elementary, 	36 , 	-   , 	30 , 	36 , 	39 , 	38 , 	35 , 	32 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	246 
23,GARFIELD,1195,Garfield Re-2,3281,Graham Mesa Elementary School, 	47 , 	-   , 	61 , 	66 , 	55 , 	55 , 	64 , 	55 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	403 
23,GARFIELD,1195,Garfield Re-2,3967,Highland Elementary School, 	45 , 	1 , 	58 , 	63 , 	53 , 	82 , 	65 , 	82 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	449 
23,GARFIELD,1195,Garfield Re-2,4510,Kathryn Senor Elementary School, 	24 , 	-   , 	42 , 	27 , 	59 , 	35 , 	47 , 	45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	279 
23,GARFIELD,1195,Garfield Re-2,7356,Rifle Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	193 , 	202 , 	207 , 	-   , 	-   , 	-   , 	-   , 	602 
23,GARFIELD,1195,Garfield Re-2,7360,Rifle High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	203 , 	197 , 	180 , 	177 , 	757 
23,GARFIELD,1195,Garfield Re-2,7388,Riverside School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	167 , 	157 , 	155 , 	-   , 	-   , 	-   , 	-   , 	479 
23,GARFIELD,1195,Garfield Re-2,7890,Cactus Valley Elementary School, 	47 , 	-   , 	52 , 	63 , 	53 , 	66 , 	64 , 	63 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	408 
23,GARFIELD,1195,Garfield Re-2,9231,Wamsley Elementary School, 	33 , 	-   , 	49 , 	58 , 	54 , 	43 , 	50 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	351 
23,GARFIELD,1220,Garfield 16,3578,Bea Underwood Elementary School, 	-   , 	-   , 	-   , 	-   , 	98 , 	80 , 	78 , 	84 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	340 
23,GARFIELD,1220,Garfield 16,3585,Grand Valley Center for Family Learning, 	85 , 	-   , 	78 , 	100 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	263 
23,GARFIELD,1220,Garfield 16,3586,Grand Valley High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	67 , 	82 , 	74 , 	80 , 	303 
23,GARFIELD,1220,Garfield 16,8274,Grand Valley Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	71 , 	94 , 	88 , 	-   , 	-   , 	-   , 	-   , 	253 
24,GILPIN,1330,Gilpin County RE-1,1632,Gilpin County Elementary School, 	24 , 	-   , 	26 , 	31 , 	33 , 	20 , 	28 , 	26 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	188 
24,GILPIN,1330,Gilpin County RE-1,1634,Gilpin County Undivided High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	21 , 	39 , 	44 , 	43 , 	37 , 	31 , 	26 , 	241 
25,GRAND,1340,West Grand 1-JT,9420,West Grand High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	29 , 	28 , 	31 , 	32 , 	120 
25,GRAND,1340,West Grand 1-JT,9422,West Grand Elementary and Middle School, 	-   , 	-   , 	26 , 	40 , 	27 , 	26 , 	31 , 	27 , 	37 , 	28 , 	37 , 	-   , 	-   , 	-   , 	-   , 	279 
25,GRAND,1350,East Grand 2,2376,East Grand Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	98 , 	110 , 	113 , 	-   , 	-   , 	-   , 	-   , 	321 
25,GRAND,1350,East Grand 2,3182,Fraser Valley Elementary School, 	17 , 	-   , 	29 , 	33 , 	44 , 	33 , 	37 , 	45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	238 
25,GRAND,1350,East Grand 2,3556,Granby Elementary School, 	26 , 	-   , 	45 , 	35 , 	58 , 	44 , 	52 , 	49 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	309 
25,GRAND,1350,East Grand 2,5864,Middle Park High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	82 , 	111 , 	98 , 	112 , 	403 
26,GUNNISON,1360,Gunnison Watershed RE1J,1447,Crested Butte Elementary School, 	-   , 	-   , 	51 , 	59 , 	51 , 	70 , 	50 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	345 
26,GUNNISON,1360,Gunnison Watershed RE1J,2006,Crested Butte Secondary School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	75 , 	76 , 	50 , 	51 , 	69 , 	57 , 	70 , 	448 
26,GUNNISON,1360,Gunnison Watershed RE1J,3690,Gunnison Elementary School, 	-   , 	-   , 	79 , 	83 , 	87 , 	85 , 	96 , 	88 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	518 
26,GUNNISON,1360,Gunnison Watershed RE1J,3694,Gunnison High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	92 , 	95 , 	102 , 	88 , 	377 
26,GUNNISON,1360,Gunnison Watershed RE1J,3697,Gunnison Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	84 , 	95 , 	94 , 	-   , 	-   , 	-   , 	-   , 	273 
26,GUNNISON,1360,Gunnison Watershed RE1J,3702,Lake Preschool, 	71 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	71 
26,GUNNISON,1360,Gunnison Watershed RE1J,5577,Marble Charter School, 	-   , 	-   , 	4 , 	8 , 	4 , 	5 , 	8 , 	2 , 	5 , 	2 , 	4 , 	-   , 	-   , 	-   , 	-   , 	42 
