County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
01,ADAMS,0010,Mapleton 1,0000,Not in a school, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	6 
01,ADAMS,0010,Mapleton 1,0187,Mapleton Expeditionary School of the Arts, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	78 , 	102 , 	119 , 	130 , 	88 , 	93 , 	610 
01,ADAMS,0010,Mapleton 1,0212,Mapleton Early College High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	76 , 	74 , 	65 , 	55 , 	270 
01,ADAMS,0010,Mapleton 1,0263,Global Leadership Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	87 , 	79 , 	66 , 	37 , 	269 
01,ADAMS,0010,Mapleton 1,0309,Academy High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	137 , 	116 , 	99 , 	96 , 	448 
01,ADAMS,0010,Mapleton 1,0502,Meadow Community School, 	-   , 	-   , 	46 , 	46 , 	44 , 	36 , 	45 , 	43 , 	44 , 	51 , 	51 , 	-   , 	-   , 	-   , 	-   , 	406 
01,ADAMS,0010,Mapleton 1,0503,York International, 	-   , 	-   , 	76 , 	45 , 	72 , 	68 , 	70 , 	69 , 	85 , 	80 , 	84 , 	97 , 	85 , 	75 , 	66 , 	972 
01,ADAMS,0010,Mapleton 1,0504,Welby Community School, 	48 , 	-   , 	43 , 	56 , 	50 , 	46 , 	50 , 	38 , 	40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	371 
01,ADAMS,0010,Mapleton 1,0505,Achieve Academy, 	-   , 	-   , 	39 , 	40 , 	30 , 	47 , 	37 , 	46 , 	55 , 	66 , 	60 , 	-   , 	-   , 	-   , 	-   , 	420 
01,ADAMS,0010,Mapleton 1,0506,Explore Pk-8, 	57 , 	-   , 	60 , 	52 , 	53 , 	58 , 	61 , 	53 , 	112 , 	15 , 	-   , 	-   , 	-   , 	-   , 	-   , 	521 
01,ADAMS,0010,Mapleton 1,0507,Adventure Elementary, 	30 , 	-   , 	59 , 	58 , 	45 , 	45 , 	50 , 	49 , 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	386 
01,ADAMS,0010,Mapleton 1,0509,Clayton Partnership School, 	-   , 	-   , 	51 , 	57 , 	47 , 	57 , 	61 , 	62 , 	67 , 	69 , 	61 , 	-   , 	-   , 	-   , 	-   , 	532 
01,ADAMS,0010,Mapleton 1,0695,Big Picture College and Career Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	19 , 	38 , 	33 , 	23 , 	113 
01,ADAMS,0010,Mapleton 1,1796,Colorado Connections Academy, 	-   , 	-   , 	93 , 	105 , 	112 , 	114 , 	120 , 	143 , 	156 , 	224 , 	216 , 	276 , 	348 , 	325 , 	300 ," 	2,532 "
01,ADAMS,0010,Mapleton 1,2768,Preschool on Poze, 	141 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	141 
01,ADAMS,0010,Mapleton 1,3590,Global Intermediate Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	47 , 	54 , 	61 , 	69 , 	61 , 	-   , 	-   , 	-   , 	-   , 	292 
01,ADAMS,0010,Mapleton 1,3623,Global Primary Academy, 	71 , 	-   , 	49 , 	56 , 	44 , 	49 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	269 
01,ADAMS,0010,Mapleton 1,6315,North Valley School for Young Adults, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	77 , 	77 
01,ADAMS,0010,Mapleton 1,8823,Trailside Academy, 	70 , 	-   , 	45 , 	42 , 	51 , 	33 , 	44 , 	43 , 	52 , 	65 , 	60 , 	-   , 	-   , 	-   , 	-   , 	505 
01,ADAMS,0020,Adams 12 Five Star Schools,0014,Glacier Peak Elementary School, 	-   , 	-   , 	53 , 	64 , 	67 , 	80 , 	72 , 	57 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	393 
01,ADAMS,0020,Adams 12 Five Star Schools,0057,Rocky Top Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	332 , 	347 , 	353 , 	-   , 	-   , 	-   , 	-   ," 	1,032 "
01,ADAMS,0020,Adams 12 Five Star Schools,0059,Meridian Elementary School, 	-   , 	-   , 	62 , 	91 , 	92 , 	88 , 	98 , 	100 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	531 
01,ADAMS,0020,Adams 12 Five Star Schools,0070,Adams12 Five Star Preschool, 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	50 
01,ADAMS,0020,Adams 12 Five Star Schools,0210,Vantage Point, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4 , 	25 , 	2 , 	26 , 	160 , 	127 , 	344 
01,ADAMS,0020,Adams 12 Five Star Schools,0301,Arapahoe Ridge Elementary School, 	52 , 	-   , 	67 , 	74 , 	73 , 	69 , 	81 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	508 
01,ADAMS,0020,Adams 12 Five Star Schools,1388,Centennial Elementary School, 	41 , 	-   , 	48 , 	70 , 	69 , 	64 , 	61 , 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	406 
01,ADAMS,0020,Adams 12 Five Star Schools,1480,Century Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	310 , 	314 , 	317 , 	-   , 	-   , 	-   , 	-   , 	941 
01,ADAMS,0020,Adams 12 Five Star Schools,1519,Stargate Charter School, 	-   , 	-   , 	88 , 	96 , 	100 , 	100 , 	100 , 	130 , 	135 , 	134 , 	135 , 	137 , 	109 , 	113 , 	109 ," 	1,486 "
01,ADAMS,0020,Adams 12 Five Star Schools,1878,Coronado Hills Elementary School, 	39 , 	-   , 	72 , 	82 , 	76 , 	84 , 	76 , 	84 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	513 
01,ADAMS,0020,Adams 12 Five Star Schools,1914,Cotton Creek Elementary School, 	-   , 	-   , 	71 , 	90 , 	87 , 	83 , 	89 , 	85 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	505 
01,ADAMS,0020,Adams 12 Five Star Schools,1937,Coyote Ridge Elementary School, 	-   , 	-   , 	57 , 	62 , 	65 , 	72 , 	71 , 	71 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	398 
01,ADAMS,0020,Adams 12 Five Star Schools,2361,Eagleview Elementary School, 	-   , 	-   , 	82 , 	65 , 	85 , 	107 , 	90 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	509 
01,ADAMS,0020,Adams 12 Five Star Schools,2410,Tarver Elementary School, 	68 , 	-   , 	69 , 	57 , 	64 , 	62 , 	83 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	473 
01,ADAMS,0020,Adams 12 Five Star Schools,2576,Cherry Drive Elementary School, 	47 , 	-   , 	45 , 	52 , 	46 , 	48 , 	44 , 	55 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	337 
01,ADAMS,0020,Adams 12 Five Star Schools,2578,Skyview Elementary School, 	-   , 	-   , 	49 , 	63 , 	66 , 	63 , 	77 , 	74 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	392 
01,ADAMS,0020,Adams 12 Five Star Schools,2580,Hunters Glen Elementary School, 	35 , 	-   , 	55 , 	55 , 	66 , 	51 , 	60 , 	72 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	394 
01,ADAMS,0020,Adams 12 Five Star Schools,2582,Rocky Mountain Elementary School, 	-   , 	-   , 	35 , 	48 , 	48 , 	60 , 	67 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	319 
01,ADAMS,0020,Adams 12 Five Star Schools,2584,Riverdale Elementary School, 	36 , 	-   , 	63 , 	70 , 	66 , 	69 , 	56 , 	56 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	416 
01,ADAMS,0020,Adams 12 Five Star Schools,2918,Federal Heights Elementary School, 	42 , 	-   , 	65 , 	45 , 	86 , 	64 , 	74 , 	78 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	454 
01,ADAMS,0020,Adams 12 Five Star Schools,4000,Hillcrest Elementary School, 	-   , 	-   , 	54 , 	54 , 	69 , 	84 , 	73 , 	76 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	410 
01,ADAMS,0020,Adams 12 Five Star Schools,4108,Horizon High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	529 , 	536 , 	489 , 	513 ," 	2,067 "
01,ADAMS,0020,Adams 12 Five Star Schools,4172,Hulstrom Options K-8 School, 	-   , 	-   , 	72 , 	72 , 	72 , 	78 , 	78 , 	72 , 	72 , 	71 , 	66 , 	-   , 	-   , 	-   , 	-   , 	653 
01,ADAMS,0020,Adams 12 Five Star Schools,4187,Silver Hills Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	348 , 	354 , 	346 , 	-   , 	-   , 	-   , 	-   ," 	1,048 "
01,ADAMS,0020,Adams 12 Five Star Schools,4699,New America School - Thornton, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	8 , 	23 , 	55 , 	174 , 	260 
01,ADAMS,0020,Adams 12 Five Star Schools,5043,Legacy High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	610 , 	621 , 	676 , 	510 ," 	2,417 "
01,ADAMS,0020,Adams 12 Five Star Schools,5058,Leroy Drive Elementary School, 	-   , 	-   , 	55 , 	57 , 	68 , 	60 , 	63 , 	62 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	365 
01,ADAMS,0020,Adams 12 Five Star Schools,5418,Malley Drive Elementary School, 	55 , 	-   , 	48 , 	60 , 	66 , 	79 , 	68 , 	60 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	436 
01,ADAMS,0020,Adams 12 Five Star Schools,5706,McElwain Elementary School, 	-   , 	-   , 	40 , 	74 , 	63 , 	69 , 	70 , 	55 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	371 
01,ADAMS,0020,Adams 12 Five Star Schools,5814,Thornton Middle School , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	296 , 	315 , 	297 , 	-   , 	-   , 	-   , 	-   , 	908 
01,ADAMS,0020,Adams 12 Five Star Schools,5816,Thornton High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	412 , 	387 , 	431 , 	314 ," 	1,544 "
01,ADAMS,0020,Adams 12 Five Star Schools,6060,Mountain Range High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	522 , 	446 , 	469 , 	416 ," 	1,853 "
01,ADAMS,0020,Adams 12 Five Star Schools,6150,Mountain View Elementary School, 	44 , 	-   , 	82 , 	82 , 	84 , 	84 , 	87 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	555 
01,ADAMS,0020,Adams 12 Five Star Schools,6342,Shadow Ridge Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	267 , 	279 , 	269 , 	-   , 	-   , 	-   , 	-   , 	815 
01,ADAMS,0020,Adams 12 Five Star Schools,6355,North Mor Elementary School, 	37 , 	-   , 	49 , 	50 , 	58 , 	65 , 	66 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	395 
01,ADAMS,0020,Adams 12 Five Star Schools,6376,North Star Elementary School, 	54 , 	-   , 	41 , 	60 , 	54 , 	51 , 	58 , 	47 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	365 
01,ADAMS,0020,Adams 12 Five Star Schools,6398,Northglenn Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	269 , 	297 , 	272 , 	-   , 	-   , 	-   , 	-   , 	838 
01,ADAMS,0020,Adams 12 Five Star Schools,6402,Northglenn High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	540 , 	575 , 	509 , 	415 ," 	2,039 "
01,ADAMS,0020,Adams 12 Five Star Schools,6802,Prospect Ridge Academy, 	-   , 	-   , 	86 , 	99 , 	100 , 	100 , 	99 , 	123 , 	129 , 	128 , 	129 , 	140 , 	108 , 	106 , 	87 ," 	1,434 "
01,ADAMS,0020,Adams 12 Five Star Schools,6956,Pathways Future Center, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7 , 	7 , 	4 , 	5 , 	9 , 	18 , 	342 , 	392 
01,ADAMS,0020,Adams 12 Five Star Schools,7155,Prairie Hills Elementary School, 	-   , 	-   , 	60 , 	77 , 	75 , 	71 , 	80 , 	87 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	450 
01,ADAMS,0020,Adams 12 Five Star Schools,7795,Silver Creek Elementary, 	-   , 	-   , 	82 , 	90 , 	81 , 	104 , 	95 , 	109 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	561 
01,ADAMS,0020,Adams 12 Five Star Schools,8211,The Studio School, 	-   , 	-   , 	44 , 	46 , 	48 , 	42 , 	42 , 	44 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	266 
01,ADAMS,0020,Adams 12 Five Star Schools,8225,Stellar Elementary School, 	-   , 	-   , 	64 , 	72 , 	84 , 	79 , 	84 , 	82 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	465 
01,ADAMS,0020,Adams 12 Five Star Schools,8275,STEM Lab, 	41 , 	-   , 	66 , 	67 , 	69 , 	74 , 	76 , 	74 , 	82 , 	84 , 	73 , 	-   , 	-   , 	-   , 	-   , 	706 
01,ADAMS,0020,Adams 12 Five Star Schools,8310,STEM Launch, 	-   , 	-   , 	62 , 	85 , 	76 , 	83 , 	69 , 	83 , 	116 , 	114 , 	137 , 	-   , 	-   , 	-   , 	-   , 	825 
01,ADAMS,0020,Adams 12 Five Star Schools,8361,Stukey Elementary School, 	-   , 	-   , 	48 , 	64 , 	68 , 	58 , 	59 , 	58 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	355 
01,ADAMS,0020,Adams 12 Five Star Schools,8814,Thunder Vista P-8, 	72 , 	-   , 	52 , 	67 , 	68 , 	81 , 	85 , 	79 , 	78 , 	80 , 	84 , 	-   , 	-   , 	-   , 	-   , 	746 
01,ADAMS,0020,Adams 12 Five Star Schools,8842,Thornton Elementary School, 	36 , 	-   , 	38 , 	51 , 	52 , 	51 , 	52 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	339 
01,ADAMS,0020,Adams 12 Five Star Schools,9431,Westgate Charter, 	-   , 	-   , 	40 , 	53 , 	40 , 	56 , 	48 , 	50 , 	50 , 	44 , 	46 , 	27 , 	24 , 	18 , 	19 , 	515 
01,ADAMS,0020,Adams 12 Five Star Schools,9444,Westlake Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	324 , 	353 , 	342 , 	-   , 	-   , 	-   , 	-   ," 	1,019 "
01,ADAMS,0020,Adams 12 Five Star Schools,9494,Westview Elementary School, 	39 , 	-   , 	60 , 	62 , 	64 , 	67 , 	57 , 	51 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	400 
01,ADAMS,0020,Adams 12 Five Star Schools,9682,Woodglen Elementary School, 	49 , 	-   , 	58 , 	54 , 	67 , 	70 , 	74 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	441 
01,ADAMS,0030,Adams County 14,0020,Adams City Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	222 , 	245 , 	251 , 	-   , 	-   , 	-   , 	-   , 	718 
01,ADAMS,0030,Adams County 14,0022,Lester R Arnold High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	12 , 	60 , 	103 , 	176 
01,ADAMS,0030,Adams County 14,0024,Adams City High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	483 , 	461 , 	391 , 	321 ," 	1,656 "
01,ADAMS,0030,Adams County 14,0124,Stars Early Learning Center, 	72 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	72 
01,ADAMS,0030,Adams County 14,0186,Alsup Elementary School, 	-   , 	-   , 	61 , 	51 , 	51 , 	53 , 	69 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	365 
01,ADAMS,0030,Adams County 14,1426,Central Elementary School, 	-   , 	-   , 	54 , 	71 , 	62 , 	70 , 	80 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	417 
01,ADAMS,0030,Adams County 14,2308,Dupont Elementary School, 	-   , 	-   , 	55 , 	60 , 	58 , 	66 , 	72 , 	88 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	399 
01,ADAMS,0030,Adams County 14,4516,Kearney Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	227 , 	242 , 	261 , 	-   , 	-   , 	-   , 	-   , 	730 
01,ADAMS,0030,Adams County 14,4536,Kemp Elementary School, 	42 , 	-   , 	61 , 	80 , 	60 , 	79 , 	72 , 	79 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	473 
01,ADAMS,0030,Adams County 14,5880,Mildred L Sanville Preschool, 	75 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	75 
01,ADAMS,0030,Adams County 14,5982,Monaco Elementary School, 	-   , 	-   , 	48 , 	42 , 	43 , 	43 , 	53 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	290 
01,ADAMS,0030,Adams County 14,6534,Hanson Elementary School, 	111 , 	-   , 	38 , 	37 , 	40 , 	47 , 	37 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	348 
01,ADAMS,0030,Adams County 14,7500,Rose Hill Elementary School, 	41 , 	-   , 	53 , 	48 , 	46 , 	55 , 	46 , 	58 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	347 
01,ADAMS,0040,School District 27J,0700,Belle Creek Charter School, 	-   , 	-   , 	70 , 	68 , 	69 , 	78 , 	72 , 	75 , 	66 , 	69 , 	67 , 	-   , 	-   , 	-   , 	-   , 	634 
01,ADAMS,0040,School District 27J,1013,Brantner Elementary School, 	26 , 	-   , 	112 , 	93 , 	104 , 	113 , 	112 , 	110 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	670 
01,ADAMS,0040,School District 27J,1021,Innovations & Options, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7 , 	18 , 	45 , 	155 , 	225 
01,ADAMS,0040,School District 27J,1022,Brighton High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	509 , 	512 , 	424 , 	389 ," 	1,834 "
01,ADAMS,0040,School District 27J,1052,Bromley East Charter School, 	-   , 	-   , 	118 , 	125 , 	124 , 	131 , 	135 , 	134 , 	147 , 	143 , 	150 , 	-   , 	-   , 	-   , 	-   ," 	1,207 "
01,ADAMS,0040,School District 27J,2399,Eagle Ridge Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	161 , 	144 , 	122 , 	95 , 	522 
01,ADAMS,0040,School District 27J,2945,Foundations Academy, 	-   , 	-   , 	76 , 	84 , 	84 , 	84 , 	84 , 	87 , 	86 , 	83 , 	86 , 	-   , 	-   , 	-   , 	-   , 	754 
01,ADAMS,0040,School District 27J,3900,Henderson Elementary School, 	24 , 	-   , 	52 , 	50 , 	53 , 	45 , 	42 , 	49 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	315 
01,ADAMS,0040,School District 27J,4950,Landmark Academy at Reunion, 	-   , 	-   , 	77 , 	82 , 	86 , 	92 , 	74 , 	85 , 	87 , 	87 , 	83 , 	-   , 	-   , 	-   , 	-   , 	753 
01,ADAMS,0040,School District 27J,5615,Mary E Pennock Elementary School, 	47 , 	-   , 	97 , 	100 , 	91 , 	93 , 	98 , 	107 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	633 
01,ADAMS,0040,School District 27J,6294,North Elementary School, 	-   , 	-   , 	30 , 	32 , 	29 , 	35 , 	31 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	195 
01,ADAMS,0040,School District 27J,6395,Northeast Elementary School, 	45 , 	-   , 	70 , 	77 , 	98 , 	86 , 	80 , 	94 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	550 
01,ADAMS,0040,School District 27J,6638,Overland Trail Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	177 , 	188 , 	224 , 	-   , 	-   , 	-   , 	-   , 	589 
01,ADAMS,0040,School District 27J,6702,Otho E Stuart Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	233 , 	257 , 	249 , 	-   , 	-   , 	-   , 	-   , 	739 
01,ADAMS,0040,School District 27J,7129,Prairie View High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	458 , 	427 , 	387 , 	424 ," 	1,696 "
01,ADAMS,0040,School District 27J,7131,Prairie View Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	218 , 	207 , 	220 , 	-   , 	-   , 	-   , 	-   , 	645 
01,ADAMS,0040,School District 27J,7318,Reunion Elementary School, 	58 , 	-   , 	128 , 	121 , 	134 , 	121 , 	95 , 	98 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	755 
01,ADAMS,0040,School District 27J,7340,Riverdale Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	342 , 	327 , 	333 , 	193 ," 	1,195 "
01,ADAMS,0040,School District 27J,7351,Rodger Quist Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	301 , 	305 , 	282 , 	-   , 	-   , 	-   , 	-   , 	888 
01,ADAMS,0040,School District 27J,7714,Second Creek Elementary School, 	47 , 	-   , 	124 , 	120 , 	117 , 	124 , 	106 , 	115 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	753 
01,ADAMS,0040,School District 27J,7725,SD 27J Preschool at the Brighton LRC, 	78 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	78 
01,ADAMS,0040,School District 27J,8032,John W Thimmig Elementary School, 	33 , 	-   , 	80 , 	84 , 	70 , 	89 , 	100 , 	103 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	559 
01,ADAMS,0040,School District 27J,8060,South Elementary School, 	25 , 	-   , 	48 , 	54 , 	63 , 	68 , 	64 , 	72 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	394 
01,ADAMS,0040,School District 27J,8130,Southeast Elementary School, 	41 , 	-   , 	74 , 	71 , 	73 , 	66 , 	87 , 	86 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	498 
01,ADAMS,0040,School District 27J,8820,Turnberry Elementary, 	53 , 	-   , 	106 , 	126 , 	110 , 	93 , 	106 , 	112 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	706 
01,ADAMS,0040,School District 27J,9230,Vikan Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	208 , 	232 , 	209 , 	-   , 	-   , 	-   , 	-   , 	649 
01,ADAMS,0040,School District 27J,9426,West Ridge Elementary, 	54 , 	-   , 	110 , 	119 , 	121 , 	105 , 	133 , 	110 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	752 
01,ADAMS,0050,Bennett 29J,0562,Bennett Intermediate School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	81 , 	86 , 	96 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	263 
01,ADAMS,0050,Bennett 29J,0763,Bennett Preschool, 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	43 
01,ADAMS,0050,Bennett 29J,0770,Bennett Elementary School, 	-   , 	-   , 	79 , 	84 , 	70 , 	74 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	307 
01,ADAMS,0050,Bennett 29J,0774,Bennett Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	93 , 	98 , 	-   , 	-   , 	-   , 	-   , 	191 
01,ADAMS,0050,Bennett 29J,0775,Bennett High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	104 , 	90 , 	93 , 	84 , 	371 
01,ADAMS,0060,Strasburg 31J,7133,Prairie Creek High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	11 , 	13 
01,ADAMS,0060,Strasburg 31J,8328,Strasburg Elementary School, 	71 , 	-   , 	63 , 	74 , 	77 , 	64 , 	69 , 	71 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	489 
01,ADAMS,0060,Strasburg 31J,8332,Hemphill Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	76 , 	95 , 	85 , 	-   , 	-   , 	-   , 	-   , 	256 
01,ADAMS,0060,Strasburg 31J,8334,Strasburg High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	76 , 	72 , 	76 , 	90 , 	314 
