County Code,County Name,District Code,District Name,School Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count,
15,DELTA,0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,7,10,29,33,79,
15,DELTA,0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,161,166,169,0,0,0,0,496,
15,DELTA,0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,156,156,134,168,614,
15,DELTA,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,0,3,16,30,32,37,31,44,39,36,36,34,37,35,39,449,
15,DELTA,0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,0,0,107,92,85,88,87,102,0,0,0,0,0,0,0,561,
15,DELTA,0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,29,0,35,32,27,37,38,42,30,51,61,0,0,0,0,382,
15,DELTA,0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,46,54,52,38,190,
15,DELTA,0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,0,0,50,57,63,68,76,58,0,0,0,0,0,0,0,372,
15,DELTA,0870,DELTA COUNTY 50(J),4234,LITTLE SPROUTS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
15,DELTA,0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,0,0,106,95,87,80,78,94,0,0,0,0,0,0,0,540,
15,DELTA,0870,DELTA COUNTY 50(J),6295,NORTH FORK SCHOOL OF INTEGRATED STUDIES,0,0,9,4,4,6,10,5,0,0,0,0,0,0,0,38,
15,DELTA,0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,23,0,26,25,22,21,21,23,35,0,0,0,0,0,0,196,
15,DELTA,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,38,37,46,32,40,35,228,
15,DELTA,0870,DELTA COUNTY 50(J) Total,,,298,3,370,352,333,351,362,390,357,359,384,358,357,362,375,5011,
16,DENVER,0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,308,262,297,292,1159,
16,DENVER,0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,84,46,30,50,210,
16,DENVER,0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,0,0,0,0,0,0,0,0,0,0,0,25,23,33,31,112,
16,DENVER,0880,DENVER COUNTY 1,0099,ACADEMY 360,49,0,35,27,24,23,32,21,0,0,0,0,0,0,0,211,
16,DENVER,0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,45,0,70,66,74,71,79,65,0,0,0,0,0,0,0,470,
16,DENVER,0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,0,0,68,62,56,57,61,53,0,0,0,0,0,0,0,357,
16,DENVER,0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,94,0,63,53,47,50,33,40,0,0,0,0,0,0,0,380,
16,DENVER,0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,47,0,69,64,51,60,58,54,0,0,0,0,0,0,0,403,
16,DENVER,0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,32,0,73,81,74,91,65,68,0,0,0,0,0,0,0,484,
16,DENVER,0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,52,0,49,33,32,45,40,47,0,0,0,0,0,0,0,298,
16,DENVER,0880,DENVER COUNTY 1,0964,BRADLEY INTERNATIONAL SCHOOL,100,1,94,76,79,73,81,60,0,0,0,0,0,0,0,564,
16,DENVER,0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,20,0,50,51,46,53,54,48,0,0,0,0,0,0,0,322,
16,DENVER,0880,DENVER COUNTY 1,1076,BROWN INTERNATIONAL ACADEMY,33,0,104,106,98,91,106,92,0,0,0,0,0,0,0,630,
16,DENVER,0880,DENVER COUNTY 1,1077,BEAR VALLEY INTERNATIONAL SCHOOL,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,163,
16,DENVER,0880,DENVER COUNTY 1,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,13,0,46,31,37,53,47,41,53,49,48,0,0,0,0,418,
16,DENVER,0880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,0,100,113,145,91,449,
16,DENVER,0880,DENVER COUNTY 1,1319,CAREER EDUCATION CENTER EARLY COLLEGE,0,0,0,0,0,0,0,0,0,0,0,114,107,113,126,460,
16,DENVER,0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,20,0,63,75,74,85,68,84,0,0,0,0,0,0,0,469,
16,DENVER,0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,0,0,28,41,35,35,35,44,45,35,41,0,0,0,0,339,
16,DENVER,0880,DENVER COUNTY 1,1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,82,7,70,79,54,70,59,32,0,0,0,0,0,0,0,453,
16,DENVER,0880,DENVER COUNTY 1,1489,COMPASSION ROAD ACADEMY,0,0,0,0,0,0,0,0,0,0,0,39,43,46,44,172,
16,DENVER,0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,60,0,54,45,61,66,61,49,0,0,0,0,0,0,0,396,
16,DENVER,0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL CHARTER,0,0,0,0,0,0,0,0,0,0,0,47,100,152,51,350,
16,DENVER,0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,32,0,57,41,42,48,51,48,0,0,0,0,0,0,0,319,
16,DENVER,0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,45,0,80,78,76,85,80,83,0,0,0,0,0,0,0,527,
16,DENVER,0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,69,0,68,60,72,70,67,70,0,0,0,0,0,0,0,476,
16,DENVER,0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,49,0,44,36,34,53,33,40,0,0,0,0,0,0,0,289,
16,DENVER,0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,49,0,35,33,40,38,26,41,0,0,0,0,0,0,0,262,
16,DENVER,0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE SCHOOL,0,0,0,0,0,0,0,0,0,0,14,47,93,0,0,154,
16,DENVER,0880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,0,0,0,83,75,80,73,60,0,0,0,0,0,0,0,371,
16,DENVER,0880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,50,0,57,77,58,45,69,65,0,0,0,0,0,0,0,421,
16,DENVER,0880,DENVER COUNTY 1,1939,COMPASS ACADEMY,0,0,0,0,0,0,0,0,94,122,0,0,0,0,0,216,
16,DENVER,0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,0,0,24,50,50,54,75,80,0,0,0,0,0,0,0,333,
16,DENVER,0880,DENVER COUNTY 1,2115,DSST: STAPLETON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,157,153,154,0,0,0,0,464,
16,DENVER,0880,DENVER COUNTY 1,2116,DSST: HENRY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,152,
16,DENVER,0880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,16,0,54,62,61,53,64,59,57,52,60,0,0,0,0,538,
16,DENVER,0880,DENVER COUNTY 1,2127,DENVER LANGUAGE SCHOOL,0,0,104,104,91,110,105,100,65,14,22,0,0,0,0,715,
16,DENVER,0880,DENVER COUNTY 1,2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,68,0,69,74,67,66,67,53,0,0,0,0,0,0,0,464,
16,DENVER,0880,DENVER COUNTY 1,2145,DSST: GREEN VALLEY RANCH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,150,145,125,108,528,
16,DENVER,0880,DENVER COUNTY 1,2167,DENVER MONTESSORI JUNIOR/SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,49,46,35,25,0,0,155,
16,DENVER,0880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,99,0,58,50,43,42,48,33,35,0,0,0,0,0,0,408,
16,DENVER,0880,DENVER COUNTY 1,2175,DSST: COLE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,142,129,102,0,373,
16,DENVER,0880,DENVER COUNTY 1,2181,DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,0,0,0,0,0,0,0,0,155,146,152,0,0,0,0,453,
16,DENVER,0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,0,0,0,0,0,0,0,0,118,119,116,112,90,89,91,735,
16,DENVER,0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,0,0,0,0,0,0,0,0,135,133,148,181,160,168,163,1088,
16,DENVER,0880,DENVER COUNTY 1,2185,DSST: STAPLETON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,166,142,136,102,546,
16,DENVER,0880,DENVER COUNTY 1,2186,DSST: BYERS MIDDLE SCHOOL,0,0,0,0,0,0,0,0,160,157,152,0,0,0,0,469,
16,DENVER,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,0,0,0,0,0,0,0,0,5,6,15,46,50,37,61,220,
16,DENVER,0880,DENVER COUNTY 1,2205,DCIS AT FORD,46,0,70,61,72,87,79,57,0,0,0,0,0,0,0,472,
16,DENVER,0880,DENVER COUNTY 1,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,0,0,50,50,83,83,84,52,0,0,0,0,0,0,0,402,
16,DENVER,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,0,0,0,0,0,0,0,0,152,149,154,168,123,98,80,924,
16,DENVER,0880,DENVER COUNTY 1,2218,DSST: CONSERVATORY GREEN MIDDLE SCHOOL,0,0,0,0,0,0,0,0,151,152,150,0,0,0,0,453,
16,DENVER,0880,DENVER COUNTY 1,2223,DSST: COLE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,145,152,164,0,0,0,0,461,
16,DENVER,0880,DENVER COUNTY 1,2227,DENVER DISCOVERY SCHOOL,0,0,0,0,0,0,0,0,144,161,112,0,0,0,0,417,
16,DENVER,0880,DENVER COUNTY 1,2228,DSST: BYERS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,133,
16,DENVER,0880,DENVER COUNTY 1,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,0,0,0,0,0,0,0,0,0,0,0,69,100,0,0,169,
16,DENVER,0880,DENVER COUNTY 1,2244,DSST COLLEGE VIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,171,127,0,0,298,
16,DENVER,0880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,75,0,58,54,68,84,74,67,0,0,0,0,0,0,0,480,
16,DENVER,0880,DENVER COUNTY 1,2349,ESCALANTE-BIGGS ACADEMY,210,0,169,0,0,0,0,0,0,0,0,0,0,0,0,379,
16,DENVER,0880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,50,0,52,53,60,64,72,64,0,0,0,0,0,0,0,415,
16,DENVER,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,717,660,599,567,2543,
16,DENVER,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,30,0,95,97,93,87,85,73,0,0,0,0,0,0,0,560,
16,DENVER,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,0,0,0,0,0,0,0,0,0,0,0,60,56,72,56,244,
16,DENVER,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,84,0,72,60,76,63,58,64,0,0,0,0,0,0,0,477,
16,DENVER,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,12,27,75,256,370,
16,DENVER,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,28,52,68,56,204,
16,DENVER,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,0,0,0,0,0,0,0,0,0,0,0,103,139,76,152,470,
16,DENVER,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,26,0,43,38,29,44,39,30,0,0,0,0,0,0,0,249,
16,DENVER,0880,DENVER COUNTY 1,2919,SANDRA TODD-WILLIAMS ACADEMY,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,
16,DENVER,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,36,35,34,39,144,
16,DENVER,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,61,0,71,87,84,92,88,87,0,0,0,0,0,0,0,570,
16,DENVER,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,51,0,44,52,52,56,68,56,0,0,0,0,0,0,0,379,
16,DENVER,0880,DENVER COUNTY 1,3340,LENA ARCHULETA ELEMENTARY SCHOOL,0,0,0,98,102,114,115,110,0,0,0,0,0,0,0,539,
16,DENVER,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,368,330,315,267,1280,
16,DENVER,0880,DENVER COUNTY 1,3426,GILPIN MONTESSORI PUBLIC SCHOOL,32,0,27,24,20,21,32,26,20,0,0,0,0,0,0,202,
16,DENVER,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,43,0,63,65,95,76,88,82,0,0,0,0,0,0,0,512,
16,DENVER,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,31,0,71,65,84,97,83,80,0,0,0,0,0,0,0,511,
16,DENVER,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,52,40,37,0,129,
16,DENVER,0880,DENVER COUNTY 1,3600,GRANT BEACON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,125,155,155,0,0,0,0,435,
16,DENVER,0880,DENVER COUNTY 1,3605,GRANT RANCH ECE-8 SCHOOL,28,0,49,51,59,65,71,66,75,76,84,0,0,0,0,624,
16,DENVER,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,102,99,79,0,0,0,0,280,
16,DENVER,0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,103,0,97,98,113,113,118,119,0,0,0,0,0,0,0,761,
16,DENVER,0880,DENVER COUNTY 1,3647,MARIE L. GREENWOOD ACADEMY,0,0,0,51,87,92,97,95,54,63,62,0,0,0,0,601,
16,DENVER,0880,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,56,0,50,43,54,48,44,40,0,0,0,0,0,0,0,335,
16,DENVER,0880,DENVER COUNTY 1,3698,CREATIVITY CHALLENGE COMMUNITY,0,0,47,47,51,52,44,42,0,0,0,0,0,0,0,283,
16,DENVER,0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,100,0,116,113,100,97,122,111,0,0,0,0,0,0,0,759,
16,DENVER,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,331,307,307,0,0,0,0,945,
16,DENVER,0880,DENVER COUNTY 1,3778,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,55,0,31,34,52,54,51,49,0,0,0,0,0,0,0,326,
16,DENVER,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY SOUTHEAST,0,0,48,52,56,54,58,58,71,71,57,0,0,0,0,525,
16,DENVER,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,0,0,0,0,0,0,0,0,249,268,225,0,0,0,0,742,
16,DENVER,0880,DENVER COUNTY 1,3991,HIGH TECH ELEMENTARY SCHOOL,75,0,113,82,84,74,58,29,0,0,0,0,0,0,0,515,
16,DENVER,0880,DENVER COUNTY 1,4049,HIGHLINE ACADEMY NORTHEAST,48,0,72,81,84,57,0,0,0,0,0,0,0,0,0,342,
16,DENVER,0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,29,0,82,74,77,67,76,81,0,0,0,0,0,0,0,486,
16,DENVER,0880,DENVER COUNTY 1,4140,FARRELL B. HOWELL ECE-8 SCHOOL,63,0,65,70,94,83,95,85,92,97,89,0,0,0,0,833,
16,DENVER,0880,DENVER COUNTY 1,4213,ISABELLA BIRD COMMUNITY SCHOOL,53,0,104,96,89,86,46,53,0,0,0,0,0,0,0,527,
16,DENVER,0880,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,0,150,157,155,0,0,0,0,462,
16,DENVER,0880,DENVER COUNTY 1,4383,JOE SHOEMAKER SCHOOL,67,0,79,74,60,56,36,38,0,0,0,0,0,0,0,410,
16,DENVER,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,349,230,276,272,1127,
16,DENVER,0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,32,0,69,55,57,59,69,64,0,0,0,0,0,0,0,405,
16,DENVER,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,0,0,0,0,0,0,0,0,0,0,0,36,38,17,26,117,
16,DENVER,0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,77,0,51,59,53,49,52,40,0,0,0,0,0,0,0,381,
16,DENVER,0880,DENVER COUNTY 1,4500,KIPP MONTBELLO ELEMENTARY,0,0,81,81,83,0,0,0,0,0,0,0,0,0,0,245,
16,DENVER,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,0,0,0,0,0,0,0,98,121,118,118,0,0,0,0,455,
16,DENVER,0880,DENVER COUNTY 1,4509,KIPP NORTHEAST DENVER LEADERSHIP ACADEMY,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,282,
16,DENVER,0880,DENVER COUNTY 1,4513,KEPNER BEACON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,145,
16,DENVER,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,0,0,0,0,0,0,0,0,0,140,137,0,0,0,0,277,
16,DENVER,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,152,100,99,80,431,
16,DENVER,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,0,0,0,0,0,0,0,96,99,105,100,0,0,0,0,400,
16,DENVER,0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,42,0,81,82,100,97,102,78,0,0,0,0,0,0,0,582,
16,DENVER,0880,DENVER COUNTY 1,4782,HALLETT FUNDAMENTAL ACADEMY,64,0,36,35,37,41,42,42,0,0,0,0,0,0,0,297,
16,DENVER,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,0,0,51,48,53,62,64,59,122,147,158,95,71,58,27,1015,
16,DENVER,0880,DENVER COUNTY 1,5044,LEGACY OPTIONS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,23,40,0,0,63,
16,DENVER,0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,56,0,49,47,50,54,52,38,8,0,0,0,0,0,0,354,
16,DENVER,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,0,0,0,0,0,0,0,0,123,114,100,0,0,0,0,337,
16,DENVER,0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,36,0,79,65,79,79,76,75,0,0,0,0,0,0,0,489,
16,DENVER,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,85,69,54,71,279,
16,DENVER,0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,56,0,77,77,80,92,107,86,0,0,0,0,0,0,0,575,
16,DENVER,0880,DENVER COUNTY 1,5605,DR. MARTIN LUTHER KING JR. EARLY COLLEGE,0,0,0,0,0,0,0,0,122,148,166,222,159,163,135,1115,
16,DENVER,0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,0,0,26,33,31,40,46,24,0,0,0,0,0,0,0,200,
16,DENVER,0880,DENVER COUNTY 1,5621,MONARCH MONTESSORI,0,0,37,28,39,53,50,23,0,0,0,0,0,0,0,230,
16,DENVER,0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,55,0,85,81,79,84,85,78,0,0,0,0,0,0,0,547,
16,DENVER,0880,DENVER COUNTY 1,5685,MCGLONE ACADEMY,64,0,103,114,114,111,116,111,63,0,0,0,0,0,0,796,
16,DENVER,0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,40,0,30,27,22,24,17,22,0,0,0,0,0,0,0,182,
16,DENVER,0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,48,2,94,97,91,105,93,107,0,0,0,0,0,0,0,637,
16,DENVER,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,196,164,194,0,0,0,0,554,
16,DENVER,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,0,0,0,0,0,0,0,0,0,0,0,44,33,29,25,131,
16,DENVER,0880,DENVER COUNTY 1,5897,MCAULIFFE INTERNATIONAL SCHOOL,0,0,0,0,0,0,0,0,362,286,269,0,0,0,0,917,
16,DENVER,0880,DENVER COUNTY 1,5973,MCAULIFFE MANUAL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,133,
16,DENVER,0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,33,0,63,59,70,64,68,76,0,0,0,0,0,0,0,433,
16,DENVER,0880,DENVER COUNTY 1,6088,DORA MOORE ECE-8 SCHOOL,31,0,35,41,28,41,42,48,28,24,37,0,0,0,0,355,
16,DENVER,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,0,0,0,0,0,0,0,0,55,91,79,0,0,0,0,225,
16,DENVER,0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,32,0,63,82,80,90,104,94,0,0,0,0,0,0,0,545,
16,DENVER,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,0,0,0,0,0,0,0,0,54,69,78,99,77,80,61,518,
16,DENVER,0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,32,0,73,71,92,82,89,75,0,0,0,0,0,0,0,514,
16,DENVER,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,0,0,0,0,0,0,0,0,0,0,0,0,8,32,53,93,
16,DENVER,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,338,212,166,275,991,
16,DENVER,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,0,0,0,0,0,0,0,0,124,129,141,120,91,97,93,795,
16,DENVER,0880,DENVER COUNTY 1,6368,NORTHFIELD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,236,179,0,0,415,
16,DENVER,0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,106,0,59,52,50,49,49,37,13,0,0,0,0,0,0,415,
16,DENVER,0880,DENVER COUNTY 1,6479,ODYSSEY SCHOOL OF DENVER,0,0,26,26,27,25,26,26,26,27,25,0,0,0,0,234,
16,DENVER,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,0,0,75,77,104,101,119,102,76,73,77,0,0,0,0,804,
16,DENVER,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,63,49,57,74,243,
16,DENVER,0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,53,0,44,40,41,33,47,16,0,0,0,0,0,0,0,274,
16,DENVER,0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,30,1,99,113,106,118,91,84,0,0,0,0,0,0,0,642,
16,DENVER,0880,DENVER COUNTY 1,6957,UNIVERSITY PREP - STEELE ST.,0,0,43,32,34,34,42,41,0,0,0,0,0,0,0,226,
16,DENVER,0880,DENVER COUNTY 1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,68,0,60,81,90,98,120,82,83,78,88,0,0,0,0,848,
16,DENVER,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,41,0,104,111,112,108,102,104,129,112,85,0,0,0,0,1008,
16,DENVER,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),0,0,0,0,0,0,0,0,1,3,12,16,21,23,98,174,
16,DENVER,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,27,42,43,112,
16,DENVER,0880,DENVER COUNTY 1,7192,PASCUAL LEDOUX ACADEMY,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,
16,DENVER,0880,DENVER COUNTY 1,7241,ROCKY MOUNTAIN PREP: CREEKSIDE,78,0,93,89,89,82,84,48,0,0,0,0,0,0,0,563,
16,DENVER,0880,DENVER COUNTY 1,7243,REACH CHARTER SCHOOL,40,0,18,30,5,8,0,0,0,0,0,0,0,0,0,101,
16,DENVER,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,0,0,0,0,0,0,0,0,0,0,0,0,12,42,52,106,
16,DENVER,0880,DENVER COUNTY 1,7361,RISEUP COMMUNITY SCHOOL,0,0,0,0,0,0,0,0,0,0,0,28,32,34,30,124,
16,DENVER,0880,DENVER COUNTY 1,7471,ROCKY MOUNTAIN PREP: SOUTHWEST,32,0,72,60,40,0,0,0,0,0,0,0,0,0,0,204,
16,DENVER,0880,DENVER COUNTY 1,7496,ROOTS ELEMENTARY,0,0,61,53,42,0,0,0,0,0,0,0,0,0,0,156,
16,DENVER,0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,49,1,117,117,121,103,103,106,0,0,0,0,0,0,0,717,
16,DENVER,0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,44,2,73,69,68,82,84,81,0,0,0,0,0,0,0,503,
16,DENVER,0880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,0,0,64,51,35,53,62,71,0,0,0,0,0,0,0,336,
16,DENVER,0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,31,0,42,50,66,56,54,61,0,0,0,0,0,0,0,360,
