County Code,County Name,District Code,District Name,School Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count,
03,ARAPAHOE,0130,CHERRY CREEK 5,0141,SKY VISTA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,263,272,291,0,0,0,0,826,
03,ARAPAHOE,0130,CHERRY CREEK 5,0242,ANTELOPE RIDGE ELEMENTARY SCHOOL,0,98,0,117,112,98,113,104,0,0,0,0,0,0,0,642,
03,ARAPAHOE,0130,CHERRY CREEK 5,0243,COYOTE HILLS ELEMENTARY SCHOOL,0,97,0,88,107,139,133,111,0,0,0,0,0,0,0,675,
03,ARAPAHOE,0130,CHERRY CREEK 5,0348,ARROWHEAD ELEMENTARY SCHOOL,66,76,0,80,105,108,86,104,0,0,0,0,0,0,0,625,
03,ARAPAHOE,0130,CHERRY CREEK 5,0442,ASPEN CROSSING ELEMENTARY SCHOOL,56,87,0,95,88,93,100,87,0,0,0,0,0,0,0,606,
03,ARAPAHOE,0130,CHERRY CREEK 5,0714,BELLEVIEW ELEMENTARY SCHOOL,0,79,0,98,108,118,106,126,0,0,0,0,0,0,0,635,
03,ARAPAHOE,0130,CHERRY CREEK 5,1155,BUFFALO TRAIL ELEMENTARY SCHOOL,0,92,0,106,103,140,120,117,0,0,0,0,0,0,0,678,
03,ARAPAHOE,0130,CHERRY CREEK 5,1273,CANYON CREEK ELEMENTARY SCHOOL,0,74,0,68,101,86,98,109,0,0,0,0,0,0,0,536,
03,ARAPAHOE,0130,CHERRY CREEK 5,1510,CHALLENGE SCHOOL,0,23,0,40,51,58,65,75,73,74,73,0,0,0,0,532,
03,ARAPAHOE,0130,CHERRY CREEK 5,1551,CHEROKEE TRAIL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,799,746,733,708,2986,
03,ARAPAHOE,0130,CHERRY CREEK 5,1566,CAMPUS MIDDLE SCHOOL,0,0,0,0,0,0,0,0,439,482,472,0,0,0,0,1393,
03,ARAPAHOE,0130,CHERRY CREEK 5,1568,WEST MIDDLE SCHOOL,0,0,0,0,0,0,0,0,443,406,410,0,0,0,0,1259,
03,ARAPAHOE,0130,CHERRY CREEK 5,1570,CHERRY CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,958,911,833,871,3573,
03,ARAPAHOE,0130,CHERRY CREEK 5,1571,CHERRY CREEK CHARTER ACADEMY,0,52,0,52,78,52,78,53,78,53,73,0,0,0,0,569,
03,ARAPAHOE,0130,CHERRY CREEK 5,1572,HIGH PLAINS ELEMENTARY SCHOOL,0,96,0,103,95,99,102,105,0,0,0,0,0,0,0,600,
03,ARAPAHOE,0130,CHERRY CREEK 5,1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,0,75,0,95,89,88,100,108,0,0,0,0,0,0,0,555,
03,ARAPAHOE,0130,CHERRY CREEK 5,1614,CIMARRON ELEMENTARY SCHOOL,0,79,0,76,77,75,101,82,0,0,0,0,0,0,0,490,
03,ARAPAHOE,0130,CHERRY CREEK 5,1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,0,92,0,81,116,105,110,112,0,0,0,0,0,0,0,616,
03,ARAPAHOE,0130,CHERRY CREEK 5,1970,CREEKSIDE ELEMENTARY SCHOOL,46,77,0,87,114,105,144,116,0,0,0,0,0,0,0,689,
03,ARAPAHOE,0130,CHERRY CREEK 5,2094,DAKOTA VALLEY ELEMENTARY SCHOOL,0,77,0,91,90,102,101,102,0,0,0,0,0,0,0,563,
03,ARAPAHOE,0130,CHERRY CREEK 5,2292,DRY CREEK ELEMENTARY SCHOOL,0,70,0,69,60,77,71,58,0,0,0,0,0,0,0,405,
03,ARAPAHOE,0130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,711,681,656,615,2663,
03,ARAPAHOE,0130,CHERRY CREEK 5,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,124,0,124,132,124,139,117,126,0,0,0,0,0,0,0,886,
03,ARAPAHOE,0130,CHERRY CREEK 5,2653,ENDEAVOR ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,29,79,166,274,
03,ARAPAHOE,0130,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,0,0,0,0,0,0,0,0,309,308,323,0,0,0,0,940,
03,ARAPAHOE,0130,CHERRY CREEK 5,3030,FOX RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,489,486,463,0,0,0,0,1438,
03,ARAPAHOE,0130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,657,705,624,641,2627,
03,ARAPAHOE,0130,CHERRY CREEK 5,3648,GREENWOOD ELEMENTARY SCHOOL,0,64,0,69,74,74,74,82,0,0,0,0,0,0,0,437,
03,ARAPAHOE,0130,CHERRY CREEK 5,3926,HERITAGE ELEMENTARY SCHOOL,75,51,0,53,53,52,50,54,0,0,0,0,0,0,0,388,
03,ARAPAHOE,0130,CHERRY CREEK 5,3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,0,0,79,88,98,77,91,100,0,0,0,0,0,0,0,533,
03,ARAPAHOE,0130,CHERRY CREEK 5,4062,HOLLY HILLS ELEMENTARY SCHOOL,68,0,104,93,107,109,98,98,0,0,0,0,0,0,0,677,
03,ARAPAHOE,0130,CHERRY CREEK 5,4078,HOMESTEAD ELEMENTARY SCHOOL,0,81,0,73,82,87,91,91,0,0,0,0,0,0,0,505,
03,ARAPAHOE,0130,CHERRY CREEK 5,4100,HORIZON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,313,322,318,0,0,0,0,953,
03,ARAPAHOE,0130,CHERRY CREEK 5,4189,HERITAGE HEIGHTS ACADEMY,0,25,0,37,24,23,22,20,0,0,0,0,0,0,0,151,
03,ARAPAHOE,0130,CHERRY CREEK 5,4276,INDEPENDENCE ELEMENTARY SCHOOL,0,0,71,90,84,89,78,92,0,0,0,0,0,0,0,504,
03,ARAPAHOE,0130,CHERRY CREEK 5,4280,INDIAN RIDGE ELEMENTARY SCHOOL,51,77,0,90,85,87,86,82,0,0,0,0,0,0,0,558,
03,ARAPAHOE,0130,CHERRY CREEK 5,4448,BLACK FOREST HILLS ELEMENTARY SCHOOL,117,76,0,99,104,105,89,94,0,0,0,0,0,0,0,684,
03,ARAPAHOE,0130,CHERRY CREEK 5,4896,THE COTTAGE AT HOLLY RIDGE,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
03,ARAPAHOE,0130,CHERRY CREEK 5,4975,LAREDO MIDDLE SCHOOL,0,0,0,0,0,0,0,0,376,358,388,0,0,0,0,1122,
03,ARAPAHOE,0130,CHERRY CREEK 5,5744,MEADOW POINT ELEMENTARY SCHOOL,75,75,0,68,94,76,90,85,0,0,0,0,0,0,0,563,
03,ARAPAHOE,0130,CHERRY CREEK 5,5934,MISSION VIEJO ELEMENTARY SCHOOL,59,87,0,97,93,91,90,99,0,0,0,0,0,0,0,616,
03,ARAPAHOE,0130,CHERRY CREEK 5,6225,MOUNTAIN VISTA ELEMENTARY SCHOOL,97,75,0,68,73,81,64,66,0,0,0,0,0,0,0,524,
03,ARAPAHOE,0130,CHERRY CREEK 5,6367,OPTIONS SCHOOL,0,48,0,49,43,58,47,56,48,50,58,23,23,19,18,540,
03,ARAPAHOE,0130,CHERRY CREEK 5,6475,OUTBACK PRESCHOOL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
03,ARAPAHOE,0130,CHERRY CREEK 5,6619,PRAIRIE PRESCHOOL,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,
03,ARAPAHOE,0130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,636,573,570,527,2306,
03,ARAPAHOE,0130,CHERRY CREEK 5,6820,PEAKVIEW ELEMENTARY SCHOOL,83,95,0,91,80,95,99,101,0,0,0,0,0,0,0,644,
03,ARAPAHOE,0130,CHERRY CREEK 5,6955,PINE RIDGE ELEMENTARY SCHOOL,0,126,0,123,129,132,131,145,0,0,0,0,0,0,0,786,
03,ARAPAHOE,0130,CHERRY CREEK 5,7102,POLTON COMMUNITY ELEMENTARY SCHOOL,70,49,0,84,70,99,81,78,0,0,0,0,0,0,0,531,
03,ARAPAHOE,0130,CHERRY CREEK 5,7116,PONDEROSA ELEMENTARY SCHOOL,0,0,113,118,129,127,105,119,0,0,0,0,0,0,0,711,
03,ARAPAHOE,0130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,568,610,593,0,0,0,0,1771,
03,ARAPAHOE,0130,CHERRY CREEK 5,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,95,105,0,96,98,108,107,101,0,0,0,0,0,0,0,710,
03,ARAPAHOE,0130,CHERRY CREEK 5,7476,ROLLING HILLS ELEMENTARY SCHOOL,0,76,0,91,78,124,111,121,0,0,0,0,0,0,0,601,
03,ARAPAHOE,0130,CHERRY CREEK 5,7559,SAGEBRUSH ELEMENTARY SCHOOL,0,61,0,78,75,73,83,86,0,0,0,0,0,0,0,456,
03,ARAPAHOE,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,551,503,500,532,2086,
03,ARAPAHOE,0130,CHERRY CREEK 5,8380,SUMMIT ELEMENTARY SCHOOL,58,43,0,59,60,56,51,72,0,0,0,0,0,0,0,399,
03,ARAPAHOE,0130,CHERRY CREEK 5,8394,SUNRISE ELEMENTARY SCHOOL,55,90,0,79,103,83,120,108,0,0,0,0,0,0,0,638,
03,ARAPAHOE,0130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,415,436,442,0,0,0,0,1293,
03,ARAPAHOE,0130,CHERRY CREEK 5,8850,TIMBERLINE ELEMENTARY SCHOOL,74,85,0,89,111,91,106,110,0,0,0,0,0,0,0,666,
03,ARAPAHOE,0130,CHERRY CREEK 5,8887,TRAILS WEST ELEMENTARY SCHOOL,67,44,0,70,68,70,67,72,0,0,0,0,0,0,0,458,
03,ARAPAHOE,0130,CHERRY CREEK 5,9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,0,0,128,140,116,117,128,111,0,0,0,0,0,0,0,740,
03,ARAPAHOE,0130,CHERRY CREEK 5,9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,42,41,0,38,52,54,48,53,0,0,0,0,0,0,0,328,
03,ARAPAHOE,0130,CHERRY CREEK 5,9624,WILLOW CREEK ELEMENTARY SCHOOL,0,77,0,84,92,91,104,90,0,0,0,0,0,0,0,538,
03,ARAPAHOE,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,591,557,534,580,2262,
03,ARAPAHOE,0140,LITTLETON 6,0752,FRANKLIN ELEMENTARY SCHOOL,0,103,0,93,110,104,105,87,0,0,0,0,0,0,0,602,
03,ARAPAHOE,0140,LITTLETON 6,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,0,0,95,79,99,88,87,84,0,0,0,0,0,0,0,532,
03,ARAPAHOE,0140,LITTLETON 6,2382,EAST ELEMENTARY SCHOOL,0,0,42,56,45,57,51,56,0,0,0,0,0,0,0,307,
03,ARAPAHOE,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,0,0,0,0,0,0,0,0,250,256,215,0,0,0,0,721,
03,ARAPAHOE,0140,LITTLETON 6,2926,FIELD ELEMENTARY SCHOOL,0,0,49,45,62,52,58,62,0,0,0,0,0,0,0,328,
03,ARAPAHOE,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,0,0,0,0,0,0,0,0,245,239,260,0,0,0,0,744,
03,ARAPAHOE,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,400,432,417,388,1637,
03,ARAPAHOE,0140,LITTLETON 6,3950,HIGHLAND ELEMENTARY SCHOOL,44,53,0,46,49,54,63,46,0,0,0,0,0,0,0,355,
03,ARAPAHOE,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,0,0,0,0,0,0,0,0,203,192,205,0,0,0,0,600,
03,ARAPAHOE,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,319,330,328,0,0,0,0,977,
03,ARAPAHOE,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,280,300,330,325,1235,
03,ARAPAHOE,0140,LITTLETON 6,5229,LITTLETON ACADEMY,0,52,0,52,53,52,52,52,52,53,47,0,0,0,0,465,
03,ARAPAHOE,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,38,63,0,64,65,60,65,67,65,57,59,0,0,0,0,603,
03,ARAPAHOE,0140,LITTLETON 6,5236,LOIS LENSKI ELEMENTARY SCHOOL,0,89,0,81,107,80,99,117,0,0,0,0,0,0,0,573,
03,ARAPAHOE,0140,LITTLETON 6,5572,HOPKINS ELEMENTARY SCHOOL,61,0,49,44,45,45,46,41,0,0,0,0,0,0,0,331,
03,ARAPAHOE,0140,LITTLETON 6,5574,TWAIN ELEMENTARY SCHOOL,0,35,0,45,51,63,70,62,0,0,0,0,0,0,0,326,
03,ARAPAHOE,0140,LITTLETON 6,6292,VILLAGE AT NORTH,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,
03,ARAPAHOE,0140,LITTLETON 6,6814,PEABODY ELEMENTARY SCHOOL,25,75,0,73,59,67,72,73,0,0,0,0,0,0,0,444,
03,ARAPAHOE,0140,LITTLETON 6,7518,RUNYON ELEMENTARY SCHOOL,0,73,0,87,67,80,81,81,0,0,0,0,0,0,0,469,
03,ARAPAHOE,0140,LITTLETON 6,7606,SANDBURG ELEMENTARY SCHOOL,0,81,0,84,88,84,83,91,0,0,0,0,0,0,0,511,
03,ARAPAHOE,0140,LITTLETON 6,8064,MOODY ELEMENTARY SCHOOL,33,0,57,60,74,47,75,50,0,0,0,0,0,0,0,396,
03,ARAPAHOE,0140,LITTLETON 6,9600,WILDER ELEMENTARY SCHOOL,48,105,0,93,118,115,107,104,0,0,0,0,0,0,0,690,
03,ARAPAHOE,0170,DEER TRAIL 26J,2136,DEER TRAIL ELEMENTARY SCHOOL,24,0,11,13,11,11,11,12,0,0,0,0,0,0,0,93,
03,ARAPAHOE,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,10,16,16,17,11,18,15,103,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0001,FACILITIES WITH DISTRICT RUN EDUCATION,0,0,0,0,3,2,1,1,1,0,4,0,1,2,1,16,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0136,APS EARLY BEGINNINGS - A ZOOM SITE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0213,AXL ACADEMY,25,0,65,80,62,68,59,59,59,50,36,0,0,0,0,563,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0214,ALTURA ELEMENTARY SCHOOL,32,0,85,80,83,82,100,114,0,0,0,0,0,0,0,576,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0219,APS ONLINE SCHOOL,0,0,0,0,0,0,0,0,0,0,0,14,26,47,97,184,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0310,ARKANSAS ELEMENTARY SCHOOL,31,0,72,85,84,54,84,70,0,0,0,0,0,0,0,480,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0458,AURORA ACADEMY CHARTER SCHOOL,0,0,54,54,80,81,79,50,51,45,51,0,0,0,0,545,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0464,AURORA HILLS MIDDLE SCHOOL,0,0,0,0,0,0,0,0,294,294,320,0,0,0,0,908,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0465,AURORA FRONTIER K-8,28,0,69,69,77,89,70,72,71,74,88,0,0,0,0,707,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0914,BOSTON K-8 SCHOOL,30,0,36,46,49,49,48,48,36,38,35,0,0,0,0,415,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,550,530,528,601,2209,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1470,CENTURY ELEMENTARY SCHOOL,29,0,44,42,62,39,49,57,0,0,0,0,0,0,0,322,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1720,CLYDE MILLER K-8,28,0,66,49,52,56,67,53,68,62,67,0,0,0,0,568,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,262,270,264,0,0,0,0,796,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1948,CRAWFORD ELEMENTARY SCHOOL,31,0,115,96,111,92,98,90,0,0,0,0,0,0,0,633,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2095,DALTON ELEMENTARY SCHOOL,30,0,74,80,90,93,77,79,0,0,0,0,0,0,0,523,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2114,DARTMOUTH ELEMENTARY SCHOOL,28,0,52,58,65,63,69,67,0,0,0,0,0,0,0,402,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,0,0,0,0,0,0,0,0,336,326,358,0,0,0,0,1020,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2618,ELKHART ELEMENTARY SCHOOL,0,0,98,96,134,114,99,104,0,0,0,0,0,0,0,645,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2673,EDNA AND JOHN W. MOSLEY P-8,90,0,119,114,114,117,96,90,93,92,69,0,0,0,0,994,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2951,LAREDO CHILD DEVELOPMENT CENTER,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2998,FLETCHER COMMUNITY SCHOOL,0,0,67,60,51,72,56,62,0,0,0,0,0,0,0,368,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3272,FULTON ACADEMY OF EXCELLENCE,26,0,74,82,91,64,63,73,0,0,0,0,0,0,0,473,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,396,371,410,541,1718,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY AURORA,0,0,159,178,174,156,151,120,107,90,88,0,0,0,0,1223,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,531,523,517,613,2184,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4270,IOWA ELEMENTARY SCHOOL,27,0,78,94,89,95,80,94,0,0,0,0,0,0,0,557,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4385,JAMAICA CHILD DEVELOPMENT CENTER,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4426,JEWELL ELEMENTARY SCHOOL,29,0,75,77,68,78,75,68,0,0,0,0,0,0,0,470,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4646,KENTON ELEMENTARY SCHOOL,28,0,87,114,84,110,101,93,0,0,0,0,0,0,0,617,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4970,LANSING ELEMENTARY COMMUNITY SCHOOL,39,0,47,66,64,63,56,57,0,0,0,0,0,0,0,392,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4973,LAREDO ELEMENTARY SCHOOL,0,0,83,70,80,104,93,73,0,0,0,0,0,0,0,503,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,0,0,35,70,68,77,72,69,100,80,76,71,61,64,36,879,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5361,LYN KNOLL ELEMENTARY SCHOOL,25,0,38,54,50,43,42,39,0,0,0,0,0,0,0,291,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5751,MEADOWOOD CHILD DEVELOPMENT CENTER,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,29,0,77,62,76,83,78,81,0,0,0,0,0,0,0,486,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,0,0,0,0,0,0,0,0,291,275,293,0,0,0,0,859,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6189,MURPHY CREEK K-8 SCHOOL,30,0,60,72,85,70,98,60,61,69,77,0,0,0,0,682,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,0,0,0,0,0,0,0,0,268,269,271,0,0,0,0,808,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,0,100,0,85,113,125,112,118,90,79,63,53,43,33,21,1035,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6728,PARIS ELEMENTARY SCHOOL,30,0,48,60,74,57,74,65,0,0,0,0,0,0,0,408,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6758,PARK LANE ELEMENTARY SCHOOL,25,0,60,51,70,57,69,66,0,0,0,0,0,0,0,398,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6869,PEORIA ELEMENTARY SCHOOL,25,0,68,85,85,75,96,91,0,0,0,0,0,0,0,525,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7232,AURORA QUEST K-8,0,0,50,52,54,53,60,62,85,95,83,0,0,0,0,594,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7233,ROCKY MOUNTAIN PREP - FLETCHER CAMPUS,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,561,557,566,625,2309,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7558,SABLE ELEMENTARY SCHOOL,30,0,87,94,73,98,87,81,0,0,0,0,0,0,0,550,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,30,0,90,72,102,98,111,111,0,0,0,0,0,0,0,614,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,30,0,74,82,86,79,82,81,0,0,0,0,0,0,0,514,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,0,0,0,0,0,0,0,0,271,232,232,0,0,0,0,735,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,77,77,77,88,319,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL OF EXPEDITIONARY LEARNING,0,0,79,98,100,98,82,86,0,0,0,0,0,0,0,543,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL - WEST,0,0,63,63,60,50,56,53,47,49,52,0,0,0,0,493,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,29,0,83,88,88,83,78,101,0,0,0,0,0,0,0,550,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,30,0,55,62,78,67,78,84,0,0,0,0,0,0,0,454,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9083,VISTA PEAK P-8 EXPLORATORY,84,0,94,87,117,111,109,108,98,91,110,0,0,0,0,1009,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,0,0,0,0,0,0,0,0,0,0,0,373,344,313,297,1327,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,32,0,84,100,82,80,98,76,0,0,0,0,0,0,0,552,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,0,0,83,81,61,58,60,61,60,70,69,41,39,31,7,721,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,284,296,295,104,100,88,90,1257,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,31,0,97,85,78,79,79,71,0,0,0,0,0,0,0,520,
03,ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,32,0,77,71,74,79,66,62,0,0,0,0,0,0,0,461,
03,ARAPAHOE,0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,39,0,33,41,40,41,45,34,47,0,0,0,0,0,0,320,
03,ARAPAHOE,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,31,39,39,38,30,34,211,
03,ARAPAHOE,0190,BYERS 32J,1752,COLORADO VIRTUAL ACADEMY (COVA),0,0,0,0,0,0,0,0,0,0,0,107,124,125,167,523,
03,ARAPAHOE,0190,BYERS 32J,2356,ELEVATE ACADEMY,0,0,80,90,98,84,91,98,115,125,106,76,52,48,30,1093,
03,ARAPAHOE,0190,BYERS 32J,3362,VALIANT ACADEMY,0,0,10,11,3,16,8,12,18,24,32,19,28,14,8,203,
03,ARAPAHOE,0190,BYERS 32J,6241,COLORADO DIGITAL ACADEMY - ELEMENTARY,0,0,50,46,54,63,68,83,76,0,0,0,0,0,0,440,
03,ARAPAHOE,0190,BYERS 32J,6263,COLORADO DIGITAL ACADEMY - MIDDLE,0,0,0,0,0,0,0,0,0,103,126,0,0,0,0,229,
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,0,9,109,128,111,123,137,0,0,0,0,0,0,0,0,617,
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,126,131,141,136,0,0,0,0,534,
04,ARCHULETA,0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,130,114,99,74,417,
05,BACA,0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,33,0,14,11,13,15,7,13,5,0,0,0,0,0,0,111,
05,BACA,0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,6,9,8,13,10,10,56,
