County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
03,ARAPAHOE,0140,Littleton 6,3472,Goddard Middle School,0,0,0,0,0,0,0,0,176,177,199,0,0,0,0,552
03,ARAPAHOE,0140,Littleton 6,3930,Heritage High School,0,0,0,0,0,0,0,0,0,0,0,457,440,414,443,"1,754"
03,ARAPAHOE,0140,Littleton 6,4316,Newton Middle School,0,0,0,0,0,0,0,0,276,256,259,0,0,0,0,791
03,ARAPAHOE,0140,Littleton 6,4447,John Wesley Powell Middle School,0,0,0,0,0,0,0,0,154,174,198,0,0,0,0,526
03,ARAPAHOE,0140,Littleton 6,5224,Littleton High School,0,0,0,0,0,0,0,0,0,0,0,292,283,316,333,"1,224"
03,ARAPAHOE,0140,Littleton 6,5229,Littleton Academy,0,0,49,48,51,51,52,52,53,52,46,0,0,0,0,454
03,ARAPAHOE,0140,Littleton 6,5233,Littleton Prep Charter School,34,0,44,61,50,56,60,57,53,51,53,0,0,0,0,519
03,ARAPAHOE,0140,Littleton 6,5236,Lois Lenski Elementary School,0,0,82,77,87,83,79,92,0,0,0,0,0,0,0,500
03,ARAPAHOE,0140,Littleton 6,5572,Hopkins Elementary School,0,0,46,68,63,58,51,74,0,0,0,0,0,0,0,360
03,ARAPAHOE,0140,Littleton 6,5875,Gudy Gaskill Elementary ,0,0,89,88,84,95,83,91,0,0,0,0,0,0,0,530
03,ARAPAHOE,0140,Littleton 6,6292,Village at North,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
03,ARAPAHOE,0140,Littleton 6,7518,Runyon Elementary School,0,0,78,71,76,83,80,79,0,0,0,0,0,0,0,467
03,ARAPAHOE,0140,Littleton 6,7606,Sandburg Elementary School,0,0,84,85,87,77,73,83,0,0,0,0,0,0,0,489
03,ARAPAHOE,0140,Littleton 6,8064,Moody Elementary School,0,0,44,40,46,42,33,55,0,0,0,0,0,0,0,260
03,ARAPAHOE,0140,Littleton 6,9600,Wilder Elementary School,0,0,104,107,100,101,98,91,0,0,0,0,0,0,0,601
03,ARAPAHOE,0170,Deer Trail 26J,2136,Deer Trail Elementary School,24,0,25,34,17,26,28,21,0,0,0,0,0,0,0,175
03,ARAPAHOE,0170,Deer Trail 26J,2140,Deer Trail Junior-Senior High School,0,0,0,0,0,0,0,0,31,24,14,21,26,14,20,150
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0001,Facilities with District Run Education,0,0,0,0,1,1,0,3,1,0,4,1,2,0,0,13
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0126,Academy of Advanced Learning,0,0,90,100,78,86,98,81,77,101,78,0,0,0,0,789
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0127,Aurora Science & Tech Middle School,0,0,0,0,0,0,0,0,155,148,151,0,0,0,0,454
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0136,APS Early Beginnings - A Zoom Site,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0213,AXL Academy,18,0,36,26,22,31,37,43,44,51,48,0,0,0,0,356
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0214,Altura Elementary School,38,0,64,68,73,78,64,84,0,0,0,0,0,0,0,469
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0310,Arkansas Elementary School,29,0,72,81,71,72,56,79,0,0,0,0,0,0,0,460
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0458,Aurora Academy Charter School,0,0,52,78,56,51,77,58,51,42,47,0,0,0,0,512
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0464,Aurora Hills Middle School,0,0,0,0,0,0,0,0,286,319,287,0,0,0,0,892
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0465,Aurora Frontier K-8,32,0,78,80,76,77,83,90,75,90,100,0,0,0,0,781
03,ARAPAHOE,0180,Adams-Arapahoe 28J,0914,Boston K-8 School,27,0,37,45,37,42,50,50,40,54,39,0,0,0,0,421
03,ARAPAHOE,0180,Adams-Arapahoe 28J,1458,Aurora Central Campus ,24,0,44,52,45,52,0,0,79,0,0,391,423,449,525,"2,084"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,1720,Clyde Miller K-8,26,0,38,57,42,48,51,46,54,44,71,0,0,0,0,477
03,ARAPAHOE,0180,Adams-Arapahoe 28J,1800,Columbia Middle School,0,0,0,0,0,0,0,0,205,234,240,0,0,0,0,679
03,ARAPAHOE,0180,Adams-Arapahoe 28J,1851,Harmony Ridge P-8,61,0,110,97,89,87,97,75,97,74,91,0,0,0,0,878
03,ARAPAHOE,0180,Adams-Arapahoe 28J,1948,Crawford Elementary School,40,0,56,69,67,80,61,62,0,0,0,0,0,0,0,435
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2095,Dalton Elementary School,31,0,67,59,62,59,74,58,0,0,0,0,0,0,0,410
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2114,Dartmouth Elementary School,27,0,68,68,53,64,64,55,0,0,0,0,0,0,0,399
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2384,East Middle School,0,0,0,0,0,0,0,0,237,284,319,0,0,0,0,840
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2618,Elkhart Elementary School,30,0,85,94,95,70,72,86,0,0,0,0,0,0,0,532
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2654,Empower Community High School,0,0,0,0,0,0,0,0,0,0,0,48,69,33,64,214
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2673,Edna and John W. Mosley P-8,71,0,107,107,118,96,106,105,106,96,106,0,0,0,0,"1,018"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,2951,Laredo Child Development Center,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
03,ARAPAHOE,0180,Adams-Arapahoe 28J,3272,Fulton Academy of Excellence,40,0,56,60,67,49,56,68,0,0,0,0,0,0,0,396
03,ARAPAHOE,0180,Adams-Arapahoe 28J,3354,Gateway High School,0,0,0,0,0,0,0,0,0,0,0,411,352,368,433,"1,564"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,3471,Global Village Academy Aurora,0,0,112,116,92,103,87,70,95,105,76,0,0,0,0,856
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4024,Hinkley High School,0,0,0,0,0,0,0,0,0,0,0,384,415,391,497,"1,687"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4270,Iowa Elementary School,27,0,87,88,56,78,65,80,0,0,0,0,0,0,0,481
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4385,Jamaica Child Development Center,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4426,Jewell Elementary School,37,0,74,91,90,73,74,63,0,0,0,0,0,0,0,502
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4646,Kenton Elementary School,32,0,60,68,64,75,74,75,0,0,0,0,0,0,0,448
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4970,Lansing Elementary Community School,33,0,52,47,49,46,53,57,0,0,0,0,0,0,0,337
03,ARAPAHOE,0180,Adams-Arapahoe 28J,4973,Laredo Elementary School,14,0,59,65,75,62,80,59,0,0,0,0,0,0,0,414
03,ARAPAHOE,0180,Adams-Arapahoe 28J,5298,Lotus School for Excellence,0,0,61,73,72,72,71,73,93,94,87,80,76,54,45,951
03,ARAPAHOE,0180,Adams-Arapahoe 28J,5751,Meadowood Child Development Center,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
03,ARAPAHOE,0180,Adams-Arapahoe 28J,5964,Aurora Science & Tech High School ,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,161
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6068,Montview Math & Health Sciences Elementary School,24,0,44,49,45,43,46,35,0,0,0,0,0,0,0,286
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6160,Mrachek Middle School,0,0,0,0,0,0,0,0,258,280,329,0,0,0,0,867
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6189,Murphy Creek K-8 School,27,0,73,73,72,77,86,73,95,81,78,0,0,0,0,735
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6310,North Middle School Health Sciences and Technology Campus,0,0,0,0,0,0,0,0,204,216,193,0,0,0,0,613
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6546,Options School,0,82,0,81,86,92,111,90,73,84,80,38,39,28,32,916
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6728,Paris Elementary School,29,0,45,46,41,39,34,36,0,0,0,0,0,0,0,270
03,ARAPAHOE,0180,Adams-Arapahoe 28J,6758,Park Lane Elementary School,29,0,37,45,41,33,31,34,0,0,0,0,0,0,0,250
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7232,Aurora Quest K-8,0,0,50,52,54,56,58,60,90,83,86,0,0,0,0,589
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7233,Rocky Mountain Prep: Fletcher,32,0,90,90,92,88,90,89,0,0,0,0,0,0,0,571
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7250,Rangeview High School,0,0,0,0,0,0,0,0,0,0,0,477,516,502,556,"2,051"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7558,Sable Elementary School,0,0,54,71,66,66,63,67,0,0,0,0,0,0,0,387
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7865,Side Creek Elementary School,47,0,77,71,75,78,76,77,0,0,0,0,0,0,0,501
03,ARAPAHOE,0180,Adams-Arapahoe 28J,7932,Sixth Avenue Elementary School,48,0,85,94,102,88,82,93,0,0,0,0,0,0,0,592
03,ARAPAHOE,0180,Adams-Arapahoe 28J,8078,South Middle School,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,139
03,ARAPAHOE,0180,Adams-Arapahoe 28J,8356,William Smith High School,0,0,0,0,0,0,0,0,0,0,0,95,94,92,99,380
03,ARAPAHOE,0180,Adams-Arapahoe 28J,8858,Tollgate Elementary School of Expeditionary Learning,0,0,92,91,86,83,103,112,0,0,0,0,0,0,0,567
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9053,Vega Collegiate Academy,0,0,50,61,60,54,66,60,64,72,66,0,0,0,0,553
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9056,Vanguard Classical School - West,0,0,53,45,50,39,34,40,34,38,30,0,0,0,0,363
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9059,Vassar Elementary School,30,0,54,81,68,75,73,75,0,0,0,0,0,0,0,456
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9060,Vaughn Elementary School,27,0,68,62,57,47,62,72,0,0,0,0,0,0,0,395
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9083,Vista Peak P-8 Exploratory,83,0,88,102,101,113,114,103,109,111,113,0,0,0,0,"1,037"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9125,Vista Peak 9-12 Preparatory,0,0,0,0,0,0,0,0,0,0,0,497,426,459,413,"1,795"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9140,Virginia Court Elementary School,44,0,104,104,87,101,119,128,0,0,0,0,0,0,0,687
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9189,Vanguard Classical School - East,0,0,49,62,60,72,75,74,57,64,72,48,37,36,19,725
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9396,Aurora West College Preparatory Academy,0,0,0,0,0,0,0,0,161,194,208,128,114,111,117,"1,033"
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9514,Clara Brown Entrepreneurial Academy,22,0,40,45,41,45,0,0,0,0,0,0,0,0,0,193
03,ARAPAHOE,0180,Adams-Arapahoe 28J,9756,Yale Elementary School,31,0,81,101,80,69,85,104,0,0,0,0,0,0,0,551
03,ARAPAHOE,0190,Byers 32J,1168,Byers Elementary School,45,0,34,36,25,39,24,34,34,0,0,0,0,0,0,271
03,ARAPAHOE,0190,Byers 32J,1176,Byers Junior-Senior High School,0,0,0,0,0,0,0,0,0,41,36,47,49,38,40,251
03,ARAPAHOE,0190,Byers 32J,1752,Colorado Virtual Academy High School ,0,0,0,0,0,0,0,0,0,0,0,72,113,136,204,525
03,ARAPAHOE,0190,Byers 32J,2356,Colorado Online High School,0,0,0,0,0,0,0,0,0,0,0,69,84,88,81,322
03,ARAPAHOE,0190,Byers 32J,2793,Colorado Online Middle School,0,0,0,0,0,0,0,0,100,134,137,0,0,0,0,371
03,ARAPAHOE,0190,Byers 32J,3362,Astravo Online Academy High School,0,0,0,0,0,0,0,0,0,0,0,363,505,576,690,"2,134"
03,ARAPAHOE,0190,Byers 32J,6241,Colorado Virtual Academy ,0,0,15,33,27,24,51,66,48,0,0,0,0,0,0,264
03,ARAPAHOE,0190,Byers 32J,6263,Colorado Virtual Academy Middle School,0,0,0,0,0,0,0,0,0,63,70,0,0,0,0,133
03,ARAPAHOE,0190,Byers 32J,8994,Astravo Online Academy Elementary School,0,0,85,87,85,86,108,122,0,0,0,0,0,0,0,573
03,ARAPAHOE,0190,Byers 32J,9033,Astravo Online Academy Middle School,0,0,0,0,0,0,0,0,160,277,390,0,0,0,0,827
04,ARCHULETA,0220,Archuleta County 50 Jt,2269,San Juan Mountain School,0,0,0,0,0,0,0,0,0,0,0,4,7,11,24,46
04,ARCHULETA,0220,Archuleta County 50 Jt,6652,Pagosa Springs Elementary School,0,3,86,108,92,116,116,0,0,0,0,0,0,0,0,521
04,ARCHULETA,0220,Archuleta County 50 Jt,6657,Pagosa Springs Middle School,0,0,0,0,0,0,0,105,128,145,133,0,0,0,0,511
04,ARCHULETA,0220,Archuleta County 50 Jt,6658,Pagosa Springs High School,0,0,0,0,0,0,0,0,0,0,0,131,139,114,91,475
04,ARCHULETA,0220,Archuleta County 50 Jt,6679,Pagosa Peak Open School,0,0,25,16,14,23,16,10,5,8,8,0,0,0,0,125
05,BACA,0230,Walsh RE-1,9222,Walsh Elementary School,19,0,14,10,12,14,17,21,12,0,0,0,0,0,0,119
05,BACA,0230,Walsh RE-1,9226,Walsh High School,0,0,0,0,0,0,0,0,0,11,16,14,8,11,4,64
05,BACA,0240,Pritchett RE-3,7174,Pritchett Elementary School,11,0,7,3,7,3,2,3,0,0,0,0,0,0,0,36
05,BACA,0240,Pritchett RE-3,7176,Pritchett Middle School,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,9
05,BACA,0240,Pritchett RE-3,7180,Pritchett High School,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,14
05,BACA,0250,Springfield RE-4,8160,Springfield Elementary School,44,0,13,23,23,22,20,24,0,0,0,0,0,0,0,169
05,BACA,0250,Springfield RE-4,8168,Springfield Junior/Senior High School,0,0,0,0,0,0,0,0,19,25,19,33,21,9,9,135
05,BACA,0260,Vilas RE-5,9090,Vilas Elementary School,5,0,14,15,19,17,20,19,18,0,0,0,0,0,0,127
05,BACA,0260,Vilas RE-5,9100,Vilas Undivided High School,0,0,0,0,0,0,0,0,0,18,12,18,12,10,4,74
05,BACA,0270,Campo RE-6,1248,Campo Elementary School,3,0,4,2,3,3,1,3,0,0,0,0,0,0,0,19
05,BACA,0270,Campo RE-6,1252,Campo Undivided High School,0,0,0,0,0,0,0,0,1,1,2,2,2,4,2,14
06,BENT,0290,Las Animas RE-1,0443,Academy of Las Animas Online School ,0,0,0,0,0,0,0,0,10,16,40,38,45,37,145,331
06,BENT,0290,Las Animas RE-1,1812,Las Animas Elementary School,0,0,31,36,30,39,34,40,36,0,0,0,0,0,0,246
06,BENT,0290,Las Animas RE-1,4495,Jump Start Learning Center,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
06,BENT,0290,Las Animas RE-1,4986,Las Animas Junior High School,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,90
06,BENT,0290,Las Animas RE-1,4990,Las Animas High School,0,0,0,0,0,0,0,0,0,0,0,31,37,26,24,118
06,BENT,0310,McClave Re-2,5666,McClave Elementary School,26,0,28,13,13,20,14,16,17,0,0,0,0,0,0,147
06,BENT,0310,McClave Re-2,5670,McClave Undivided High School,0,0,0,0,0,0,0,0,0,15,24,22,13,18,19,111
07,BOULDER,0470,St Vrain Valley RE1J,0060,Legacy Elementary School,0,0,78,63,62,74,80,77,0,0,0,0,0,0,0,434
07,BOULDER,0470,St Vrain Valley RE1J,0061,Alpine Elementary School,50,0,70,67,57,66,52,56,0,0,0,0,0,0,0,418
07,BOULDER,0470,St Vrain Valley RE1J,0071,Aspen Ridge Preparatory School,0,0,56,64,57,72,61,70,53,47,67,0,0,0,0,547
07,BOULDER,0470,St Vrain Valley RE1J,0120,Apex Home School Enrichment Program,0,0,41,68,61,75,81,75,70,66,60,39,35,22,36,729
07,BOULDER,0470,St Vrain Valley RE1J,0226,Altona Middle School,0,0,0,0,0,0,0,0,234,284,253,0,0,0,0,771
07,BOULDER,0470,St Vrain Valley RE1J,0875,Black Rock Elementary,30,0,90,114,101,94,99,79,0,0,0,0,0,0,0,607
07,BOULDER,0470,St Vrain Valley RE1J,0878,Blue Mountain Elementary,28,0,81,88,76,87,96,97,0,0,0,0,0,0,0,553
07,BOULDER,0470,St Vrain Valley RE1J,1148,Burlington Elementary School,52,0,47,46,46,37,51,55,0,0,0,0,0,0,0,334
07,BOULDER,0470,St Vrain Valley RE1J,1245,Centennial Elementary,0,0,68,77,72,92,78,81,0,0,0,0,0,0,0,468
07,BOULDER,0470,St Vrain Valley RE1J,1284,Carbon Valley Academy,0,0,37,32,34,31,37,28,27,22,17,0,0,0,0,265
07,BOULDER,0470,St Vrain Valley RE1J,1434,Central Elementary School,38,0,46,57,52,44,50,53,0,0,0,0,0,0,0,340
07,BOULDER,0470,St Vrain Valley RE1J,1844,Columbine Elementary School,16,0,34,34,41,39,32,43,0,0,0,0,0,0,0,239
07,BOULDER,0470,St Vrain Valley RE1J,2343,Eagle Crest Elementary School,42,0,47,72,59,67,71,77,0,0,0,0,0,0,0,435
07,BOULDER,0470,St Vrain Valley RE1J,2758,Erie Elementary School,57,0,53,57,63,54,54,52,0,0,0,0,0,0,0,390
07,BOULDER,0470,St Vrain Valley RE1J,2760,Erie Middle School,0,0,0,0,0,0,0,0,218,264,249,0,0,0,0,731
07,BOULDER,0470,St Vrain Valley RE1J,2761,Erie High School,0,0,0,0,0,0,0,0,0,0,0,476,442,459,379,"1,756"
07,BOULDER,0470,St Vrain Valley RE1J,2912,Fall River Elementary School,50,0,86,79,87,66,66,81,0,0,0,0,0,0,0,515
07,BOULDER,0470,St Vrain Valley RE1J,2964,Flagstaff Charter Academy,44,0,65,70,72,63,81,91,91,98,97,0,0,0,0,772
07,BOULDER,0470,St Vrain Valley RE1J,3192,Thunder Valley PK-8,0,0,107,101,100,77,79,76,94,103,95,0,0,0,0,832
07,BOULDER,0470,St Vrain Valley RE1J,3194,Coal Ridge Middle School,0,0,0,0,0,0,0,0,256,264,281,0,0,0,0,801
07,BOULDER,0470,St Vrain Valley RE1J,3196,Frederick Senior High School,0,0,0,0,0,0,0,0,0,0,0,396,378,322,317,"1,413"
07,BOULDER,0470,St Vrain Valley RE1J,3473,Grand View Elementary,52,0,68,69,65,69,64,57,0,0,0,0,0,0,0,444
07,BOULDER,0470,St Vrain Valley RE1J,4202,Hygiene Elementary School,33,0,49,51,59,53,49,44,0,0,0,0,0,0,0,338
07,BOULDER,0470,St Vrain Valley RE1J,4278,Indian Peaks Elementary School,28,0,31,34,34,45,36,43,0,0,0,0,0,0,0,251
07,BOULDER,0470,St Vrain Valley RE1J,4333,Firestone Charter Academy,18,0,79,89,95,80,74,66,59,39,38,0,0,0,0,637
07,BOULDER,0470,St Vrain Valley RE1J,5181,Red Hawk Elementary,56,0,83,94,98,96,90,95,0,0,0,0,0,0,0,612
07,BOULDER,0470,St Vrain Valley RE1J,5282,Longmont High School,0,0,0,0,0,0,0,0,0,0,0,324,365,289,285,"1,263"
07,BOULDER,0470,St Vrain Valley RE1J,5284,Longmont Estates Elementary School,34,0,37,60,47,42,61,45,0,0,0,0,0,0,0,326
07,BOULDER,0470,St Vrain Valley RE1J,5286,Sunset Middle School,0,0,0,0,0,0,0,0,112,123,142,0,0,0,0,377
07,BOULDER,0470,St Vrain Valley RE1J,5288,Longs Peak Middle School,0,0,0,0,0,0,0,55,112,122,107,0,0,0,0,396
07,BOULDER,0470,St Vrain Valley RE1J,5364,Lyons Elementary School,16,0,33,40,40,38,50,48,0,0,0,0,0,0,0,265
07,BOULDER,0470,St Vrain Valley RE1J,5368,Lyons Middle/Senior High School,0,0,0,0,0,0,0,0,58,55,64,48,46,62,41,374
07,BOULDER,0470,St Vrain Valley RE1J,5722,Mead High School,0,0,0,0,0,0,0,0,0,0,0,295,296,249,279,"1,119"
07,BOULDER,0470,St Vrain Valley RE1J,5726,Mead Elementary School,60,0,133,142,99,139,130,130,0,0,0,0,0,0,0,833
07,BOULDER,0470,St Vrain Valley RE1J,5730,Mead Middle School,0,0,0,0,0,0,0,0,169,202,188,0,0,0,0,559
07,BOULDER,0470,St Vrain Valley RE1J,6010,Timberline PK-8,33,0,63,74,69,78,75,88,106,108,97,0,0,0,0,791
07,BOULDER,0470,St Vrain Valley RE1J,6156,Mountain View Elementary School,63,0,63,55,71,52,39,0,0,0,0,0,0,0,0,343
07,BOULDER,0470,St Vrain Valley RE1J,6274,Niwot Elementary School,43,0,66,55,66,68,63,60,0,0,0,0,0,0,0,421
07,BOULDER,0470,St Vrain Valley RE1J,6276,Niwot High School,0,0,0,0,0,0,0,0,0,0,0,360,365,362,269,"1,356"
07,BOULDER,0470,St Vrain Valley RE1J,6404,Northridge Elementary School,38,0,41,54,42,43,43,43,0,0,0,0,0,0,0,304
07,BOULDER,0470,St Vrain Valley RE1J,6420,St. Vrain LaunchED Virtual Academy,0,0,7,10,18,15,16,19,20,28,41,33,45,49,47,348
07,BOULDER,0470,St Vrain Valley RE1J,6421,Highlands Elementary School ,33,0,60,81,59,47,36,39,0,0,0,0,0,0,0,355
07,BOULDER,0470,St Vrain Valley RE1J,6498,New Meridian High School,0,0,0,0,0,0,0,0,0,0,0,0,11,36,52,99
07,BOULDER,0470,St Vrain Valley RE1J,7157,Prairie Ridge Elementary School,0,0,57,70,67,84,60,86,0,0,0,0,0,0,0,424
07,BOULDER,0470,St Vrain Valley RE1J,7464,Rocky Mountain Elementary School,38,0,50,60,51,49,40,42,0,0,0,0,0,0,0,330
07,BOULDER,0470,St Vrain Valley RE1J,7561,Spark! Discovery Preschool,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
07,BOULDER,0470,St Vrain Valley RE1J,7565,St. Vrain Community Montessori School,30,0,37,37,26,33,21,20,19,20,13,0,0,0,0,256
07,BOULDER,0470,St Vrain Valley RE1J,7584,Sanborn Elementary School,24,0,37,42,39,42,48,35,0,0,0,0,0,0,0,267
07,BOULDER,0470,St Vrain Valley RE1J,7789,Silver Creek High School,0,0,0,0,0,0,0,0,0,0,0,317,293,330,312,"1,252"
07,BOULDER,0470,St Vrain Valley RE1J,7839,St. Vrain Virtual High School ,0,0,0,0,0,0,0,0,0,0,0,7,4,33,31,75
07,BOULDER,0470,St Vrain Valley RE1J,7954,Skyline High School,0,0,0,0,0,0,0,0,0,0,0,310,308,369,368,"1,355"
07,BOULDER,0470,St Vrain Valley RE1J,8055,Soaring Heights PK-8,59,0,111,120,110,102,99,126,182,183,150,0,0,0,0,"1,242"
07,BOULDER,0470,St Vrain Valley RE1J,8903,Trail Ridge Middle School,0,0,0,0,0,0,0,0,162,166,196,0,0,0,0,524
07,BOULDER,0470,St Vrain Valley RE1J,8927,Twin Peaks Charter Academy,0,0,74,78,76,72,70,64,85,69,90,38,37,22,32,807
07,BOULDER,0470,St Vrain Valley RE1J,9430,Westview Middle School,0,0,0,0,0,0,0,0,210,220,223,0,0,0,0,653
07,BOULDER,0480,Boulder Valley Re 2,0125,Arapahoe Ridge High School,0,0,0,0,0,0,0,0,0,0,0,0,1,63,142,206
