County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
01,ADAMS,0010,Mapleton 1,0187,Mapleton Expeditionary School of the Arts, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	60 , 	85 , 	133 , 	101 , 	89 , 	73 , 	541 
01,ADAMS,0010,Mapleton 1,0212,Mapleton Early College High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	81 , 	78 , 	71 , 	49 , 	279 
01,ADAMS,0010,Mapleton 1,0263,Global Leadership Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	99 , 	87 , 	72 , 	53 , 	311 
01,ADAMS,0010,Mapleton 1,0309,Academy High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	129 , 	130 , 	115 , 	96 , 	470 
01,ADAMS,0010,Mapleton 1,0501,Monterey Community School, 	-   , 	-   , 	38 , 	37 , 	36 , 	32 , 	43 , 	43 , 	50 , 	45 , 	42 , 	-   , 	-   , 	-   , 	-   , 	366 
01,ADAMS,0010,Mapleton 1,0502,Meadow Community School, 	-   , 	-   , 	48 , 	50 , 	36 , 	44 , 	36 , 	40 , 	55 , 	53 , 	49 , 	-   , 	-   , 	-   , 	-   , 	411 
01,ADAMS,0010,Mapleton 1,0503,York International, 	-   , 	-   , 	64 , 	59 , 	32 , 	64 , 	64 , 	56 , 	64 , 	72 , 	67 , 	94 , 	86 , 	65 , 	64 , 	851 
01,ADAMS,0010,Mapleton 1,0504,Welby Community School, 	50 , 	-   , 	37 , 	46 , 	49 , 	43 , 	34 , 	32 , 	32 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	323 
01,ADAMS,0010,Mapleton 1,0505,Achieve Academy, 	-   , 	-   , 	46 , 	46 , 	40 , 	32 , 	48 , 	36 , 	46 , 	49 , 	54 , 	-   , 	-   , 	-   , 	-   , 	397 
01,ADAMS,0010,Mapleton 1,0506,Explore Pk-8, 	58 , 	-   , 	59 , 	59 , 	54 , 	50 , 	61 , 	57 , 	60 , 	59 , 	61 , 	-   , 	-   , 	-   , 	-   , 	578 
01,ADAMS,0010,Mapleton 1,0507,Adventure Elementary, 	53 , 	-   , 	50 , 	54 , 	48 , 	41 , 	45 , 	39 , 	46 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	376 
01,ADAMS,0010,Mapleton 1,0509,Clayton Partnership School, 	-   , 	-   , 	27 , 	40 , 	52 , 	39 , 	43 , 	47 , 	51 , 	48 , 	60 , 	-   , 	-   , 	-   , 	-   , 	407 
01,ADAMS,0010,Mapleton 1,0695,Big Picture College and Career Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36 , 	26 , 	33 , 	21 , 	116 
01,ADAMS,0010,Mapleton 1,1796,Colorado Connections Academy, 	-   , 	-   , 	112 , 	85 , 	103 , 	112 , 	114 , 	114 , 	138 , 	152 , 	239 , 	219 , 	252 , 	260 , 	254 ," 	2,154 "
01,ADAMS,0010,Mapleton 1,2768,Preschool on Poze, 	192 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	192 
01,ADAMS,0010,Mapleton 1,3590,Global Intermediate Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	53 , 	52 , 	59 , 	86 , 	87 , 	-   , 	-   , 	-   , 	-   , 	337 
01,ADAMS,0010,Mapleton 1,3623,Global Primary Academy, 	64 , 	-   , 	57 , 	57 , 	58 , 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	289 
01,ADAMS,0010,Mapleton 1,6315,North Valley School for Young Adults, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	2 , 	87 , 	90 
01,ADAMS,0010,Mapleton 1,8823,Trailside Academy, 	75 , 	-   , 	54 , 	49 , 	48 , 	49 , 	35 , 	48 , 	50 , 	50 , 	56 , 	-   , 	-   , 	-   , 	-   , 	514 
01,ADAMS,0020,Adams 12 Five Star Schools,0014,Glacier Peak Elementary School, 	-   , 	-   , 	83 , 	62 , 	73 , 	70 , 	78 , 	74 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	440 
01,ADAMS,0020,Adams 12 Five Star Schools,0057,Rocky Top Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	338 , 	339 , 	352 , 	-   , 	-   , 	-   , 	-   ," 	1,029 "
01,ADAMS,0020,Adams 12 Five Star Schools,0059,Meridian Elementary School, 	-   , 	-   , 	97 , 	79 , 	95 , 	97 , 	90 , 	91 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	549 
01,ADAMS,0020,Adams 12 Five Star Schools,0070,Adams12 Five Star Preschool, 	45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	45 
01,ADAMS,0020,Adams 12 Five Star Schools,0210,Vantage Point, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	12 , 	1 , 	35 , 	124 , 	138 , 	316 
01,ADAMS,0020,Adams 12 Five Star Schools,0301,Arapahoe Ridge Elementary School, 	71 , 	-   , 	77 , 	64 , 	79 , 	68 , 	61 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	500 
01,ADAMS,0020,Adams 12 Five Star Schools,1388,Centennial Elementary School, 	49 , 	-   , 	62 , 	47 , 	69 , 	67 , 	59 , 	60 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	413 
01,ADAMS,0020,Adams 12 Five Star Schools,1480,Century Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	286 , 	290 , 	290 , 	-   , 	-   , 	-   , 	-   , 	866 
01,ADAMS,0020,Adams 12 Five Star Schools,1519,Stargate Charter School, 	-   , 	-   , 	92 , 	97 , 	100 , 	100 , 	100 , 	125 , 	135 , 	138 , 	138 , 	114 , 	138 , 	103 , 	114 ," 	1,494 "
01,ADAMS,0020,Adams 12 Five Star Schools,1878,Coronado Hills Elementary School, 	56 , 	-   , 	57 , 	62 , 	78 , 	65 , 	68 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	455 
01,ADAMS,0020,Adams 12 Five Star Schools,1914,Cotton Creek Elementary School, 	-   , 	-   , 	72 , 	86 , 	85 , 	90 , 	87 , 	78 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	498 
01,ADAMS,0020,Adams 12 Five Star Schools,1937,Coyote Ridge Elementary School, 	-   , 	-   , 	65 , 	60 , 	71 , 	69 , 	73 , 	66 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	404 
01,ADAMS,0020,Adams 12 Five Star Schools,2361,Eagleview Elementary School, 	-   , 	-   , 	76 , 	81 , 	74 , 	92 , 	107 , 	88 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	518 
01,ADAMS,0020,Adams 12 Five Star Schools,2410,Tarver Elementary School, 	74 , 	-   , 	69 , 	67 , 	61 , 	67 , 	69 , 	90 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	497 
01,ADAMS,0020,Adams 12 Five Star Schools,2576,Cherry Drive Elementary School, 	80 , 	-   , 	42 , 	50 , 	42 , 	44 , 	53 , 	48 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	359 
01,ADAMS,0020,Adams 12 Five Star Schools,2578,Skyview Elementary School, 	-   , 	-   , 	60 , 	50 , 	67 , 	69 , 	62 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	388 
01,ADAMS,0020,Adams 12 Five Star Schools,2580,Hunters Glen Elementary School, 	49 , 	-   , 	52 , 	66 , 	59 , 	60 , 	63 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	408 
01,ADAMS,0020,Adams 12 Five Star Schools,2582,Rocky Mountain Elementary School, 	-   , 	-   , 	41 , 	40 , 	52 , 	52 , 	65 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	320 
01,ADAMS,0020,Adams 12 Five Star Schools,2584,Riverdale Elementary School, 	47 , 	-   , 	45 , 	57 , 	69 , 	60 , 	66 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	403 
01,ADAMS,0020,Adams 12 Five Star Schools,2918,Federal Heights Elementary School, 	49 , 	-   , 	73 , 	59 , 	39 , 	78 , 	59 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	427 
01,ADAMS,0020,Adams 12 Five Star Schools,4000,Hillcrest Elementary School, 	-   , 	-   , 	53 , 	57 , 	51 , 	72 , 	89 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	391 
01,ADAMS,0020,Adams 12 Five Star Schools,4108,Horizon High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	519 , 	518 , 	517 , 	445 ," 	1,999 "
01,ADAMS,0020,Adams 12 Five Star Schools,4172,Hulstrom Options K-8 School, 	-   , 	-   , 	66 , 	70 , 	71 , 	72 , 	79 , 	72 , 	78 , 	68 , 	62 , 	-   , 	-   , 	-   , 	-   , 	638 
01,ADAMS,0020,Adams 12 Five Star Schools,4187,Silver Hills Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	323 , 	348 , 	350 , 	-   , 	-   , 	-   , 	-   ," 	1,021 "
01,ADAMS,0020,Adams 12 Five Star Schools,4699,New America School - Thornton, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7 , 	29 , 	61 , 	147 , 	244 
01,ADAMS,0020,Adams 12 Five Star Schools,5043,Legacy High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	585 , 	614 , 	631 , 	546 ," 	2,376 "
01,ADAMS,0020,Adams 12 Five Star Schools,5058,Leroy Drive Elementary School, 	-   , 	-   , 	64 , 	65 , 	68 , 	64 , 	65 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	387 
01,ADAMS,0020,Adams 12 Five Star Schools,5418,Malley Drive Elementary School, 	76 , 	-   , 	61 , 	56 , 	60 , 	64 , 	66 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	442 
01,ADAMS,0020,Adams 12 Five Star Schools,5706,McElwain Elementary School, 	-   , 	-   , 	57 , 	46 , 	67 , 	59 , 	64 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	362 
01,ADAMS,0020,Adams 12 Five Star Schools,5814,Thornton Middle School , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	257 , 	269 , 	269 , 	-   , 	-   , 	-   , 	-   , 	795 
01,ADAMS,0020,Adams 12 Five Star Schools,5816,Thornton High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	395 , 	389 , 	422 , 	279 ," 	1,485 "
01,ADAMS,0020,Adams 12 Five Star Schools,6060,Mountain Range High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	491 , 	485 , 	448 , 	384 ," 	1,808 "
01,ADAMS,0020,Adams 12 Five Star Schools,6150,Mountain View Elementary School, 	55 , 	-   , 	73 , 	99 , 	88 , 	86 , 	77 , 	91 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	569 
01,ADAMS,0020,Adams 12 Five Star Schools,6342,Shadow Ridge Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	214 , 	268 , 	286 , 	-   , 	-   , 	-   , 	-   , 	768 
01,ADAMS,0020,Adams 12 Five Star Schools,6355,North Mor Elementary School, 	46 , 	-   , 	59 , 	46 , 	52 , 	58 , 	66 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	391 
01,ADAMS,0020,Adams 12 Five Star Schools,6376,North Star Elementary School, 	46 , 	-   , 	53 , 	47 , 	56 , 	54 , 	51 , 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	360 
01,ADAMS,0020,Adams 12 Five Star Schools,6398,Northglenn Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	226 , 	271 , 	276 , 	-   , 	-   , 	-   , 	-   , 	773 
01,ADAMS,0020,Adams 12 Five Star Schools,6402,Northglenn High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	585 , 	516 , 	569 , 	342 ," 	2,012 "
01,ADAMS,0020,Adams 12 Five Star Schools,6802,Prospect Ridge Academy, 	-   , 	-   , 	88 , 	98 , 	100 , 	100 , 	100 , 	125 , 	130 , 	129 , 	129 , 	123 , 	125 , 	114 , 	102 ," 	1,463 "
01,ADAMS,0020,Adams 12 Five Star Schools,6956,Pathways Future Center, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	7 , 	7 , 	4 , 	4 , 	18 , 	344 , 	386 
01,ADAMS,0020,Adams 12 Five Star Schools,7155,Prairie Hills Elementary School, 	-   , 	-   , 	72 , 	65 , 	81 , 	72 , 	71 , 	74 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	435 
01,ADAMS,0020,Adams 12 Five Star Schools,7795,Silver Creek Elementary, 	-   , 	-   , 	97 , 	99 , 	94 , 	86 , 	107 , 	91 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	574 
01,ADAMS,0020,Adams 12 Five Star Schools,8211,The Studio School, 	-   , 	-   , 	47 , 	50 , 	43 , 	52 , 	42 , 	39 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	273 
01,ADAMS,0020,Adams 12 Five Star Schools,8225,Stellar Elementary School, 	-   , 	-   , 	79 , 	63 , 	59 , 	77 , 	68 , 	88 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	434 
01,ADAMS,0020,Adams 12 Five Star Schools,8275,STEM Lab, 	46 , 	-   , 	71 , 	71 , 	70 , 	72 , 	78 , 	76 , 	71 , 	77 , 	78 , 	-   , 	-   , 	-   , 	-   , 	710 
01,ADAMS,0020,Adams 12 Five Star Schools,8310,STEM Launch, 	-   , 	-   , 	55 , 	57 , 	86 , 	67 , 	87 , 	69 , 	116 , 	119 , 	114 , 	-   , 	-   , 	-   , 	-   , 	770 
01,ADAMS,0020,Adams 12 Five Star Schools,8361,Stukey Elementary School, 	-   , 	-   , 	59 , 	48 , 	61 , 	60 , 	62 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	351 
01,ADAMS,0020,Adams 12 Five Star Schools,8814,Thunder Vista P-8, 	77 , 	-   , 	72 , 	74 , 	70 , 	78 , 	84 , 	85 , 	87 , 	84 , 	84 , 	-   , 	-   , 	-   , 	-   , 	795 
01,ADAMS,0020,Adams 12 Five Star Schools,8842,Thornton Elementary School, 	45 , 	-   , 	55 , 	42 , 	51 , 	48 , 	51 , 	51 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	343 
01,ADAMS,0020,Adams 12 Five Star Schools,9165,Bright Horizons Preschool, 	27 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	27 
01,ADAMS,0020,Adams 12 Five Star Schools,9431,Westgate Community School , 	-   , 	-   , 	54 , 	50 , 	52 , 	46 , 	52 , 	52 , 	50 , 	51 , 	49 , 	26 , 	24 , 	23 , 	20 , 	549 
01,ADAMS,0020,Adams 12 Five Star Schools,9444,Westlake Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	305 , 	315 , 	347 , 	-   , 	-   , 	-   , 	-   , 	967 
01,ADAMS,0020,Adams 12 Five Star Schools,9494,Westview Elementary School, 	57 , 	-   , 	61 , 	65 , 	53 , 	64 , 	71 , 	56 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	427 
01,ADAMS,0020,Adams 12 Five Star Schools,9682,Woodglen Elementary School, 	64 , 	-   , 	56 , 	57 , 	60 , 	54 , 	66 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	424 
01,ADAMS,0030,Adams County 14,0020,Adams City Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	201 , 	214 , 	242 , 	-   , 	-   , 	-   , 	-   , 	657 
01,ADAMS,0030,Adams County 14,0022,Lester R Arnold High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	14 , 	45 , 	143 , 	203 
01,ADAMS,0030,Adams County 14,0024,Adams City High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	490 , 	497 , 	430 , 	353 ," 	1,770 "
01,ADAMS,0030,Adams County 14,0124,Stars Early Learning Center, 	84 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	84 
01,ADAMS,0030,Adams County 14,0186,Alsup Elementary School, 	67 , 	-   , 	61 , 	68 , 	65 , 	61 , 	63 , 	78 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	463 
01,ADAMS,0030,Adams County 14,1426,Central Elementary School, 	-   , 	-   , 	84 , 	64 , 	70 , 	61 , 	73 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	432 
01,ADAMS,0030,Adams County 14,2308,Dupont Elementary School, 	52 , 	-   , 	52 , 	59 , 	57 , 	56 , 	61 , 	71 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	408 
01,ADAMS,0030,Adams County 14,4516,Kearney Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	241 , 	231 , 	256 , 	-   , 	-   , 	-   , 	-   , 	728 
01,ADAMS,0030,Adams County 14,4536,Kemp Elementary School, 	52 , 	-   , 	74 , 	58 , 	74 , 	55 , 	70 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	452 
01,ADAMS,0030,Adams County 14,5880,Mildred L Sanville Preschool, 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	53 
01,ADAMS,0030,Adams County 14,5982,Monaco Elementary School, 	-   , 	-   , 	34 , 	48 , 	39 , 	42 , 	39 , 	47 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	249 
01,ADAMS,0030,Adams County 14,6534,Hanson Elementary School, 	51 , 	-   , 	34 , 	41 , 	33 , 	32 , 	43 , 	33 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	267 
01,ADAMS,0030,Adams County 14,7500,Rose Hill Elementary School, 	52 , 	-   , 	59 , 	57 , 	41 , 	42 , 	44 , 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	348 
01,ADAMS,0040,School District 27J,0251,Elaine S. Padilla , 	57 , 	-   , 	71 , 	55 , 	52 , 	57 , 	49 , 	45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	386 
01,ADAMS,0040,School District 27J,0700,Belle Creek Charter School, 	-   , 	-   , 	62 , 	72 , 	60 , 	72 , 	72 , 	67 , 	70 , 	60 , 	65 , 	-   , 	-   , 	-   , 	-   , 	600 
01,ADAMS,0040,School District 27J,1013,Brantner Elementary School, 	53 , 	-   , 	78 , 	122 , 	96 , 	105 , 	122 , 	122 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	698 
01,ADAMS,0040,School District 27J,1021,Innovations & Options, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	14 , 	44 , 	141 , 	199 
01,ADAMS,0040,School District 27J,1022,Brighton High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	514 , 	491 , 	476 , 	400 ," 	1,881 "
01,ADAMS,0040,School District 27J,1052,Bromley East Charter School, 	-   , 	-   , 	113 , 	120 , 	124 , 	124 , 	130 , 	128 , 	148 , 	149 , 	139 , 	-   , 	-   , 	-   , 	-   ," 	1,175 "
01,ADAMS,0040,School District 27J,2399,Eagle Ridge Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	151 , 	146 , 	125 , 	104 , 	526 
01,ADAMS,0040,School District 27J,2945,Foundations Academy, 	-   , 	-   , 	78 , 	83 , 	81 , 	87 , 	89 , 	82 , 	89 , 	85 , 	79 , 	-   , 	-   , 	-   , 	-   , 	753 
01,ADAMS,0040,School District 27J,3900,Henderson Elementary School, 	47 , 	-   , 	44 , 	59 , 	58 , 	53 , 	51 , 	45 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	357 
01,ADAMS,0040,School District 27J,4950,Landmark Academy at Reunion, 	-   , 	-   , 	77 , 	86 , 	85 , 	85 , 	87 , 	86 , 	84 , 	86 , 	85 , 	-   , 	-   , 	-   , 	-   , 	761 
01,ADAMS,0040,School District 27J,5615,Mary E Pennock Elementary School, 	54 , 	-   , 	96 , 	100 , 	92 , 	101 , 	101 , 	98 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	642 
01,ADAMS,0040,School District 27J,6395,Northeast Elementary School, 	53 , 	-   , 	74 , 	69 , 	72 , 	89 , 	87 , 	80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	524 
01,ADAMS,0040,School District 27J,6400,The STEAD School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	156 , 	-   , 	-   , 	-   , 	156 
01,ADAMS,0040,School District 27J,6638,Overland Trail Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	195 , 	179 , 	172 , 	-   , 	-   , 	-   , 	-   , 	546 
01,ADAMS,0040,School District 27J,6687,27J Online Academy, 	-   , 	-   , 	17 , 	19 , 	24 , 	25 , 	34 , 	19 , 	34 , 	35 , 	30 , 	24 , 	39 , 	47 , 	43 , 	390 
01,ADAMS,0040,School District 27J,6702,Otho E Stuart Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	235 , 	239 , 	267 , 	-   , 	-   , 	-   , 	-   , 	741 
01,ADAMS,0040,School District 27J,7129,Prairie View High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	430 , 	474 , 	433 , 	387 ," 	1,724 "
01,ADAMS,0040,School District 27J,7131,Prairie View Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	204 , 	229 , 	221 , 	-   , 	-   , 	-   , 	-   , 	654 
01,ADAMS,0040,School District 27J,7318,Reunion Elementary School, 	62 , 	-   , 	122 , 	138 , 	121 , 	129 , 	124 , 	94 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	790 
01,ADAMS,0040,School District 27J,7340,Riverdale Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	399 , 	326 , 	309 , 	298 ," 	1,332 "
01,ADAMS,0040,School District 27J,7351,Rodger Quist Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	296 , 	311 , 	309 , 	-   , 	-   , 	-   , 	-   , 	916 
01,ADAMS,0040,School District 27J,7714,Second Creek Elementary School, 	57 , 	-   , 	141 , 	139 , 	138 , 	124 , 	161 , 	109 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	869 
01,ADAMS,0040,School District 27J,7725,SD 27J Preschool at the Brighton LRC, 	97 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	97 
01,ADAMS,0040,School District 27J,8032,John W Thimmig Elementary School, 	51 , 	-   , 	57 , 	96 , 	87 , 	77 , 	86 , 	99 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	553 
01,ADAMS,0040,School District 27J,8060,South Elementary School, 	25 , 	-   , 	61 , 	53 , 	53 , 	57 , 	70 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	387 
01,ADAMS,0040,School District 27J,8130,Southeast Elementary School, 	50 , 	-   , 	74 , 	76 , 	73 , 	79 , 	74 , 	87 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	513 
01,ADAMS,0040,School District 27J,8820,Turnberry Elementary, 	58 , 	-   , 	117 , 	110 , 	126 , 	122 , 	98 , 	101 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	732 
01,ADAMS,0040,School District 27J,9230,Vikan Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	196 , 	210 , 	247 , 	-   , 	-   , 	-   , 	-   , 	653 
01,ADAMS,0040,School District 27J,9426,West Ridge Elementary, 	62 , 	-   , 	117 , 	116 , 	122 , 	130 , 	110 , 	126 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	783 
01,ADAMS,0050,Bennett 29J,0562,Bennett Intermediate School, 	-   , 	-   , 	-   , 	-   , 	-   , 	68 , 	79 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	239 
01,ADAMS,0050,Bennett 29J,0763,Bennett Preschool, 	51 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	51 
01,ADAMS,0050,Bennett 29J,0770,Bennett Elementary School, 	-   , 	-   , 	85 , 	87 , 	84 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	256 
01,ADAMS,0050,Bennett 29J,0774,Bennett Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	90 , 	107 , 	103 , 	-   , 	-   , 	-   , 	-   , 	300 
01,ADAMS,0050,Bennett 29J,0775,Bennett High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	112 , 	105 , 	95 , 	91 , 	403 
01,ADAMS,0060,Strasburg 31J,7133,Prairie Creek High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	13 , 	16 
